car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
b72e3a3d-9cd6-4d2b-b0ee-909ec122d048,TOYOTA,2016.0,YARIS,HATCHBACK,2016 TOYOTA YARIS ASCENT,USED,Manual,"4 cyl, 1.3 L",Front,UNLEADED,5.7 L / 100 km,37413,Yellow / -,"KINGSLEY, WA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,6.0,19224
d5962370-55d0-4c8f-830a-47e48d29c55a,HYUNDAI,2020.0,I30,HATCHBACK,2020 HYUNDAI I30 ACTIVE,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.4 L / 100 km,57453,Grey / Grey,"PRESTON, VIC",4 cyl,HATCHBACK, 4 Doors, 5 Seats,8.0,4.0,23093
f5a20ffc-599b-42df-9ad1-1e80a1454030,TOYOTA,2007.0,HIACE,COMMERCIAL,2007 TOYOTA HIACE SLWB,USED,Manual,"4 cyl, 2.7 L",Rear,UNLEADED,12.4 L / 100 km,354238,White / -,"MINCHINBURY, NSW",4 cyl,COMMERCIAL, 4 Doors, 3 Seats,6.0,6.0,12874
bed7eb45-e0c5-44b7-9c22-b39ce9c9eaf2,TOYOTA,2021.0,KLUGER,SUV,2021 TOYOTA KLUGER GX AWD,USED,Automatic,"6 cyl, 3.5 L",AWD,PREMIUM,8.8 L / 100 km,17910,Blue / Black,"BROOKVALE, NSW",6 cyl,SUV, 5 Doors, 7 Seats,8.0,2.0,57138
bcec5ea6-4ffd-4486-804f-ab0de620ae21,FORD,2013.0,KUGA,SUV,2013 FORD KUGA TREND (AWD),USED,Automatic,"4 cyl, 2 L",AWD,DIESEL,6.3 L / 100 km,128730,Silver / -,"WINDSOR GARDENS, SA",4 cyl,SUV, 4 Doors, 5 Seats,1.0,2.0,14328
f344ac7b-72e1-4cb6-9576-f9a047128fdc,SUBARU,2019.0,WRX,SEDAN,2019 SUBARU WRX PREMIUM (AWD),USED,Automatic,"4 cyl, 2 L",AWD,PREMIUM,8.6 L / 100 km,72818,White / Black,"PINKENBA, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,3.0,4.0,37544
a70d1668-6878-42f4-9e82-f20f32003c0f,HSV,2017.0,GTSR,UTE / TRAY,2017 HSV GTSR MALOO,USED,Automatic,"8 cyl, 6.2 L",Rear,PREMIUM,15.8 L / 100 km,3150,Gold / Black,"FERNTREE GULLY, VIC",8 cyl,UTE / TRAY, 2 Doors, 2 Seats,4.0,1.0,189909
0f6fc89e-52e7-4397-8a8d-7bbe4e1e2fa2,NISSAN,2006.0,PATHFINDER,SUV,2006 NISSAN PATHFINDER ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,DIESEL,10.1 L / 100 km,252488,Grey / Black,"THOMASTOWN, VIC",4 cyl,SUV, 4 Doors, 7 Seats,4.0,5.0,10633
d0e1c928-7fff-41c1-86d3-9189e7d3b54c,KIA,2013.0,CERATO,SEDAN,2013 KIA CERATO SLI,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.4 L / 100 km,135500,White / Black,"HENDRA, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,5.0,10.0,16265
c6672611-0823-47b1-973b-0f38a896fbdd,AUDI,2018.0,A3,OTHER,2018 AUDI A3 30 TFSI SPORTBACK (1.0 TFSI),USED,Automatic,"3 cyl, 1 L",Front,PREMIUM,4.8 L / 100 km,38094,Black / -,"MANSFIELD, QLD",3 cyl,OTHER, 4 Doors, 5 Seats,3.0,3.0,22502
