car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
415f2676-e537-4a7b-8047-e32833627178,HYUNDAI,2017.0,TUCSON,SUV,2017 HYUNDAI TUCSON ACTIVE R-SERIES (FWD),USED,Automatic,"4 cyl, 2 L",AWD,DIESEL,6.8 L / 100 km,130182,White / Black,"BROOKVALE, NSW",4 cyl,SUV, 4 Doors, 5 Seats,8.0,3.0,21064
5d2ee9f9-5927-451c-a9d6-d6f080ee48b2,KIA,2017.0,CARNIVAL,BERWICK TOYOTA,2017 KIA CARNIVAL PLATINUM,USED,Automatic,-,Front,DIESEL,-,60148,Silver / -,"NARRE WARREN, VIC",-,WAGON,,,10.0,6.0,44052
feb8feb6-d2da-4248-aea6-8a5e1ecd7d06,VOLVO,2011.0,XC90,SUV,2011 VOLVO XC90 3.2 R-DESIGN,USED,Automatic,"6 cyl, 3.2 L",AWD,PREMIUM,11.5 L / 100 km,224861,Silver / -,"CARINGBAH, NSW",6 cyl,SUV, 4 Doors, 7 Seats,3.0,3.0,10039
6319f637-f1e2-4a03-8ad6-f3114bac64c0,AUDI,2022.0,Q5,AUDI ALTO ARTARMON NEW CARS,2022 AUDI Q5 40 TDI QUATTRO MHEV,DEMO,Automatic,"4 cyl, 2 L",AWD,HYBRID,5.4 L / 100 km,2100,Black / Black,"ARTARMON, NSW",4 cyl,SUV, 4 Doors, 5 Seats,7.0,3.0,69808
b6dcd2cc-0207-4429-aa6e-a4b0baa67c01,LDV,2019.0,T60,UTE / TRAY,2019 LDV T60 LUXE (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,DIESEL,9.6 L / 100 km,38350,Red / -,"LABRADOR, QLD",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,3.0,1.0,27976
7e0a5452-5ef0-4c20-8584-f38efe0ec90c,HONDA,2020.0,CIVIC,HATCHBACK,2020 HONDA CIVIC RS,USED,Automatic,"4 cyl, 1.5 L",Front,UNLEADED,6 L / 100 km,19322,Blue / Bk,"WINDSOR, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,2.0,3.0,37186
ca5fb7de-4a42-4a26-b5bd-8af22e3c78ff,FORD,2020.0,MUSTANG,HATCHBACK,2020 FORD MUSTANG GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,PREMIUM,12.7 L / 100 km,45666,White / Black,"PINKENBA, QLD",8 cyl,HATCHBACK, 2 Doors, 4 Seats,6.0,3.0,57258
6d3f183f-53d2-4f75-a94d-1f708f86cf0b,AUDI,2008.0,Q7,SUV,2008 AUDI Q7 3.0 TDI QUATTRO,USED,Automatic,"6 cyl, 3 L",AWD,DIESEL,10.5 L / 100 km,183862,Silver / -,"MINCHINBURY, NSW",6 cyl,SUV, 4 Doors, 7 Seats,5.0,1.0,15291
de54f26a-2095-4421-92c7-22a658fcf629,SKODA,2022.0,KAMIQ,ALTO SKODA ARTARMON NEW CARS,2022 SKODA KAMIQ STYLE 85TSI,DEMO,Automatic,"3 cyl, 1 L",Front,PREMIUM,5 L / 100 km,1500,White / Black,"ARTARMON, NSW",3 cyl,SUV, 4 Doors, 5 Seats,6.0,1.0,40486
3e28e3cf-f45a-4de5-8b96-950ec93ffb0d,HOLDEN,2014.0,CAPTIVA,CABOOLTURE CITY AUTOS,2014 HOLDEN CAPTIVA 7 LS (FWD),USED,Automatic,-,Front,UNLEADED,-,81066,White / -,"MORAYFIELD, QLD",-,WAGON,,,8.0,3.0,13109
3d9a4673-9778-4d9b-8afe-52f564c1586e,NISSAN,2008.0,DUALIS,SUV,2008 NISSAN DUALIS ST (4X4),USED,Automatic,"4 cyl, 2 L",AWD,UNLEADED,8.5 L / 100 km,236131,Blue / Black,"ARCHERFIELD, QLD",4 cyl,SUV, 4 Doors, 5 Seats,7.0,5.0,8591
9662c9e0-930e-4a70-a627-07779f319705,MITSUBISHI,2007.0,TRITON,VALLEY CARS,2007 MITSUBISHI TRITON GLX 4X2,USED,Manual,-,Rear,UNLEADED,-,327302,White / Grey,"KURRI KURRI, NSW",-,UTE / TRAY,,,5.0,4.0,7941
50f62422-de7e-4fda-91d5-05338f0ad550,TOYOTA,2019.0,RAV4,SUV,2019 TOYOTA RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7 L / 100 km,70093,White / -,"SMITHFIELD, NSW",4 cyl,SUV, 4 Doors, 5 Seats,1.0,2.0,32473
a69ca2c0-b05e-45b5-ae1d-a0061edc12aa,HOLDEN,2013.0,TRAX,SUV,2013 HOLDEN TRAX LS,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.6 L / 100 km,44939,Black / Black,"TOOWOOMBA CITY, QLD",4 cyl,SUV, 4 Doors, 5 Seats,8.0,2.0,16742
4007c8ab-e8e8-4bce-852a-628b9a7aa785,SUZUKI,2017.0,SWIFT,HATCHBACK,2017 SUZUKI SWIFT GL NAVIGATOR,USED,Automatic,"4 cyl, 1.2 L",Front,UNLEADED,4.8 L / 100 km,87264,Blue / Black,"WARRNAMBOOL, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,3.0,2.0,18114
988e7ab4-84e5-41b1-ac8c-10276661d34c,FORD,2013.0,RANGER,XTREME CAR SALES ADMINISTRATION PTY LTD,2013 FORD RANGER XL,USED,Automatic,-,Other,DIESEL,-,244933,White / -,"CAMPBELLTOWN, NSW",-,UTE / TRAY,,,5.0,2.0,25360
61a31559-2303-4cce-a8a2-7e4874aca539,TOYOTA,2016.0,COROLLA,HATCHBACK,2016 TOYOTA COROLLA ASCENT SPORT,USED,Manual,"4 cyl, 1.8 L",Front,UNLEADED,6.7 L / 100 km,136245,Black / Black,"PORT MACQUARIE, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,1.0,5.0,17392
e778ea1e-e15b-4e6b-98dd-f467edcb4ed9,HYUNDAI,2017.0,ELANTRA,SEDAN,2017 HYUNDAI ELANTRA ACTIVE 2.0 MPI,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.2 L / 100 km,68274,Silver / -,"SOUTH NOWRA, NSW",4 cyl,SEDAN, 4 Doors, 5 Seats,5.0,2.0,17447
1d8e3f2b-146c-48b3-ab82-00ee01ed2098,RENAULT,2020.0,KADJAR,SUV,2020 RENAULT KADJAR INTENS,USED,Automatic,"4 cyl, 1.3 L",Front,PREMIUM,6.3 L / 100 km,57068,Blue / Black,"CANNINGTON, WA",4 cyl,SUV, 4 Doors, 5 Seats,3.0,3.0,23452
c36a87da-c010-4319-9df0-40e61a93f9ef,MAZDA,2004.0,3,SEDAN,2004 MAZDA 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,8.9 L / 100 km,161876,Green / Black,"CABRAMATTA, NSW",4 cyl,SEDAN, 4 Doors, 5 Seats,7.0,4.0,6990
9ea38031-6ec2-4525-bdb8-557c7b474d97,TOYOTA,2016.0,COROLLA,MY CAR CHOICE,2016 TOYOTA COROLLA FIELDER HYBRID,USED,Automatic,-,Other,UNLEADED,-,95829,White / Black,"GREENACRE, NSW",-,WAGON,,,7.0,7.0,21603
15a38651-7855-492a-8bf8-3b1a115a2696,BMW,2018.0,X2,SUV,2018 BMW X2 M35I,USED,Automatic,"4 cyl, 2 L",AWD,PREMIUM,7.4 L / 100 km,32054,Grey / Black Leather,"CHATSWOOD, NSW",4 cyl,SUV, 4 Doors, 5 Seats,7.0,5.0,46702
7b148910-2ce2-4c0c-b4f2-dee7890b2a5a,TOYOTA,2018.0,KLUGER,SUV,2018 TOYOTA KLUGER GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,UNLEADED,9.1 L / 100 km,49156,White / -,"ALEXANDRIA, NSW",6 cyl,SUV, 4 Doors, 7 Seats,5.0,9.0,39159
ca5c2533-f8ea-4792-8b03-fa3c54944992,HOLDEN,2013.0,CAPTIVA,SUV,2013 HOLDEN CAPTIVA 7 SX (FWD),USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,9 L / 100 km,135860,White / Grey,"SALISBURY, SA",4 cyl,SUV, 4 Doors, 7 Seats,7.0,2.0,11408
68fc2caf-be88-4019-a8fd-b92c2bb67616,AUDI,2016.0,A1,HATCHBACK,2016 AUDI A1 SPORTBACK 1.4 TFSI SPORT,USED,Automatic,"4 cyl, 1.4 L",Front,PREMIUM,4.9 L / 100 km,51333,Grey / Grey,"BLACKTOWN, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,4.0,18594
dd4985cc-0028-4961-bf6c-c6192ac598c1,MAZDA,2004.0,3,HATCHBACK,2004 MAZDA 3 MAXX SPORT,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,8.9 L / 100 km,228966,Silver / -,"MINCHINBURY, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,6.0,2.0,9455
cdcd509d-5ac0-401c-a3bd-30cf79804dc0,MITSUBISHI,2021.0,OUTLANDER,SUV,2021 MITSUBISHI OUTLANDER ES 7 SEAT (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,7.2 L / 100 km,44001,Silver / 24X,"ALBION PARK RAIL, NSW",4 cyl,SUV, 4 Doors, 7 Seats,2.0,2.0,29735
b63dddb5-8f8a-4004-9a1b-138d35f88c77,FORD,2009.0,RANGER,UTE / TRAY,2009 FORD RANGER XL (4X2),USED,Manual,"4 cyl, 3 L",Rear,DIESEL,9.3 L / 100 km,337240,White / -,"OAKLEIGH, VIC",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,9.0,4.0,11346
308f0ac3-8949-436f-9b60-12c5a803c281,HOLDEN,2012.0,CAPTIVA,SUV,2012 HOLDEN CAPTIVA 7 SX (FWD),USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,9 L / 100 km,116222,Gold / -,"MOOROOKA, QLD",4 cyl,SUV, 4 Doors, 7 Seats,2.0,3.0,10925
08125552-5c96-450c-ae00-fc521fda89bd,HSV,2013.0,CLUBSPORT,WAGON,2013 HSV CLUBSPORT R8 TOURER,USED,Automatic,"8 cyl, 6.2 L",Rear,PREMIUM,14.2 L / 100 km,76221,Grey / Black,"WODONGA, VIC",8 cyl,WAGON, 4 Doors, 5 Seats,3.0,5.0,60703
c5c73afe-8fd9-4ebc-ab51-60b5bcdb3b35,TOYOTA,2005.0,HIACE,NIPPON MOTORS,2005 TOYOTA HIACE COMMUTER,USED,Automatic,-,Rear,UNLEADED,-,196998,White / Black,"INGLEBURN, NSW",-,COMMERCIAL,,,10.0,5.0,22018
a3ed72c9-d12d-4c46-ab0f-488d85881ac9,FORD,2019.0,EVEREST,SUV,2019 FORD EVEREST SPORT (4WD 7 SEAT),USED,Automatic,"4 cyl, 2 L",4WD,DIESEL,7 L / 100 km,29889,Silver / Black Leather,"BERWICK, VIC",4 cyl,SUV, 4 Doors, 7 Seats,8.0,4.0,58520
dd5ce103-aeb9-4782-890e-6751250ec594,SUBARU,2022.0,OUTBACK,SUV,2022 SUBARU OUTBACK AWD TOURING,USED,Automatic,"4 cyl, 2.5 L",AWD,UNLEADED,7.3 L / 100 km,10962,Blue / Black,"TAYLORS BEACH, NSW",4 cyl,SUV, 4 Doors, 5 Seats,7.0,2.0,47338
eaadc36e-fb2d-4443-bfc2-50618efd05e8,AUDI,2009.0,Q5,SUV,2009 AUDI Q5 3.0 TDI QUATTRO,USED,Automatic,"6 cyl, 3 L",AWD,DIESEL,7.5 L / 100 km,198961,Black / -,"MOOROOKA, QLD",6 cyl,SUV, 4 Doors, 5 Seats,5.0,2.0,11900
03ab85cd-5428-47ee-85ba-73e6ba9a9177,FORD,2016.0,ECOSPORT,SUV,2016 FORD ECOSPORT TREND,USED,Automatic,"4 cyl, 1.5 L",Front,PREMIUM,6.5 L / 100 km,112220,Blue / Blue,"WANGARA, WA",4 cyl,SUV, 4 Doors, 5 Seats,7.0,5.0,17435
4d38cf84-30b1-48ea-8fb1-156aebbb38d0,TOYOTA,2012.0,COROLLA,HATCHBACK,2012 TOYOTA COROLLA ASCENT,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.4 L / 100 km,196960,Silver / Black,"HENDRA, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,9.0,2.0,9708
7f626656-6414-4c84-b7ef-e0f57b60649d,HYUNDAI,2014.0,I40,SEDAN,2014 HYUNDAI I40 ACTIVE,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.5 L / 100 km,159353,Silver / Black,"HAMILTON, NSW",4 cyl,SEDAN, 4 Doors, 5 Seats,2.0,4.0,13499
ec2984d9-b9a0-4d7c-bbde-8e9e54db0cea,ISUZU,2022.0,MU-X,SUV,2022 ISUZU MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,DIESEL,7.8 L / 100 km,27079,Silver / Black,"LAVINGTON, NSW",4 cyl,SUV, 4 Doors, 7 Seats,4.0,2.0,48672
e77eeb14-4631-4cf8-ab34-a82d9b524f65,NISSAN,2016.0,NAVARA,UTE / TRAY,2016 NISSAN NAVARA RX (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,DIESEL,7.1 L / 100 km,118525,White / -,"BIBRA LAKE, WA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,7.0,1.0,31473
158b6142-31b4-4fa8-b993-bc29ba0b81a9,HOLDEN,2009.0,COLORADO,UTE / TRAY,2009 HOLDEN COLORADO LX (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,UNLEADED,12.8 L / 100 km,218941,White / Cloth,"NUNDAH, QLD",6 cyl,UTE / TRAY, 4 Doors, 5 Seats,5.0,2.0,12218
f141de55-8b77-44d2-873e-f8ea8fff8a48,LEXUS,2014.0,GS450H,SEDAN,2014 LEXUS GS450H HYBRID F SPORT,USED,Automatic,"6 cyl, 3.5 L",Rear,HYBRID,6.3 L / 100 km,102931,Grey / Black,"WATERLOO, NSW",6 cyl,SEDAN, 4 Doors, 5 Seats,3.0,2.0,41010
1bd3b575-f1e3-4cc5-a17e-e1afae259a3e,LDV,2018.0,G10,COMMERCIAL,2018 LDV G10,USED,Automatic,"4 cyl, 1.9 L",Rear,DIESEL,8.6 L / 100 km,134033,White / -,"CAMDEN, NSW",4 cyl,COMMERCIAL, 4 Doors, 2 Seats,5.0,4.0,19224
6e988554-8212-4369-aed2-7da2ff96c4e0,HOLDEN,2006.0,BARINA,SEDAN,2006 HOLDEN BARINA,USED,Manual,"4 cyl, 1.6 L",Front,UNLEADED,6.9 L / 100 km,196415,Silver / Grey,"EARLVILLE, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,8.0,2.0,5186
9a78eba3-2b1a-443c-8310-291da6c01846,TOYOTA,2020.0,RAV,USED DEALER AD,2020 TOYOTA RAV 4 GX (2WD),USED,-,-,Other,-,-,43659,White / -,"BUNGALOW, QLD",-,WAGON,,,6.0,8.0,36742
81580dcf-909f-4412-a323-c621a46253d4,MAZDA,2010.0,BT-50,UTE / TRAY,2010 MAZDA BT-50 BOSS B3000 FREESTYLE DX+,USED,Manual,"4 cyl, 3 L",Rear,DIESEL,8.3 L / 100 km,267899,White / -,"PENRITH, NSW",4 cyl,UTE / TRAY, 2 Doors, 4 Seats,4.0,4.0,9156
d8bbb529-835e-41f3-af87-0b329c181a44,FORD,1993.0,FALCON,SEDAN,1993 FORD FALCON GT,USED,Manual,"8 cyl, 4.9 L",Rear,UNLEADED,15 L / 100 km,409184,Black / -,"FYSHWICK, ACT",8 cyl,SEDAN, 4 Doors, 5 Seats,5.0,1.0,57113
2199452c-e76c-4592-b3ed-11d0e718faf5,HOLDEN,2014.0,UTE,UTE / TRAY,2014 HOLDEN UTE SS STORM,USED,Automatic,"8 cyl, 6 L",Rear,UNLEADED,11.5 L / 100 km,169730,Black / Black,"ASHMORE, QLD",8 cyl,UTE / TRAY, 2 Doors, 2 Seats,4.0,2.0,29560
