car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
04d6b325-5483-43ab-a97b-5b0bcc23c3ca,KIA,2020.0,SPORTAGE,SUV,2020 KIA SPORTAGE S (FWD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,58927,Silver / -,"WELSHPOOL, WA",4 cyl,SUV, 4 Doors, 5 Seats,7.0,3.0,29379
59b671dd-fda2-4d74-97bc-6168f604fb00,SUBARU,2015.0,FORESTER,USED DEALER AD,2015 SUBARU FORESTER,USED,-,-,Other,UNLEADED,-,33620,White / Black,"OSBORNE PARK, WA",-,WAGON,,,5.0,2.0,27385
008e6e1e-2134-48ff-bd78-f63673fa511e,MERCEDES-BENZ,2013.0,A250,HATCHBACK,2013 MERCEDES-BENZ A250 SPORT,USED,Automatic,"4 cyl, 2 L",Front,PREMIUM,6.6 L / 100 km,67434,Red / -,"ROCKLEA, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,7.0,4.0,21066
4f75aa1e-0ae6-46d5-9f21-df17e8646a1f,GWM,2023.0,HAVAL,KEDRON HAVAL & GREAT WALL ONLINE,2023 GWM HAVAL H6GT ULTRA (4WD),NEW,Automatic,"4 cyl, 2 L",4WD,UNLEADED,8.4 L / 100 km,15,Red / Charcoal,"KEDRON, QLD",4 cyl,SUV, 4 Doors, 5 Seats,4.0,4.0,41822
c6ca40d5-eacc-4ae8-8b92-7092dd8db378,KIA,2015.0,CARNIVAL,WAGON,2015 KIA CARNIVAL S,USED,Automatic,"4 cyl, 2.2 L",Front,DIESEL,7.7 L / 100 km,74402,White / -,"NOWRA, NSW",4 cyl,WAGON, 4 Doors, 8 Seats,8.0,2.0,27202
539b93cd-59dc-46c5-bac5-08e585db1fbd,FORD,2015.0,TERRITORY,SUV,2015 FORD TERRITORY TITANIUM (RWD),USED,Automatic,"6 cyl, 2.7 L",Rear,DIESEL,8.2 L / 100 km,56325,Grey / Leather,"ROBINA, QLD",6 cyl,SUV, 4 Doors, 7 Seats,6.0,4.0,26762
886d2952-9fca-4268-aeff-3270a46d722f,AUDI,2018.0,A3,HATCHBACK,2018 AUDI A3 2.0 TFSI QUATTRO S LINE S/BACK,USED,Automatic,"4 cyl, 2 L",AWD,PREMIUM,6.2 L / 100 km,18182,Grey / -,"WELSHPOOL, WA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,1.0,2.0,43543
5c3990be-9231-479f-b1d5-d81cb96bfd5a,PEUGEOT,2005.0,407,SEDAN,2005 PEUGEOT 407 ST EXECUTIVE,USED,Manual,"4 cyl, 2.2 L",Front,PREMIUM,12.9 L / 100 km,162170,Blue / Black Leather,"ARCHERFIELD, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,4.0,1.0,7910
72f0b375-2fde-463e-bf43-042e1761ce52,VOLKSWAGEN,2019.0,TIGUAN,SUV,2019 VOLKSWAGEN TIGUAN ALLSPACE 132 TSI COMFORTLINE,USED,Automatic,"4 cyl, 2 L",AWD,PREMIUM,7.5 L / 100 km,45313,White / Grey,"MYAREE, WA",4 cyl,SUV, 4 Doors, 5 Seats,6.0,2.0,34896
5fe16016-8f11-4613-a2f0-2fb7da30a041,GWM,2023.0,TANK,NEW IN STOCK,2023 GWM TANK 300 ULTRA,NEW,Automatic,-,Other,UNLEADED,-,14,Orange / -,"PORT MACQUARIE, NSW",-,SUV,,,1.0,6.0,41467
d0da92c4-2ad4-41f5-b02d-98414beb8107,TOYOTA,2007.0,COROLLA,SEDAN,2007 TOYOTA COROLLA ASCENT,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.4 L / 100 km,262648,Red / -,"CASTLE HILL, NSW",4 cyl,SEDAN, 4 Doors, 5 Seats,3.0,2.0,9888
6b310a0a-edd7-4cd6-a17e-75cb61c3822a,RENAULT,2022.0,ARKANA,SUV,2022 RENAULT ARKANA INTENS,USED,Automatic,"4 cyl, 1.3 L",Front,UNLEADED,6 L / 100 km,1035,Grey / Black,"CASTLE HILL, NSW",4 cyl,SUV, 4 Doors, 5 Seats,3.0,4.0,32705
38c7322f-e465-43d9-baae-b3e365f1f79a,TOYOTA,2011.0,LANDCRUISER,SUV,2011 TOYOTA LANDCRUISER PRADO GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,DIESEL,8.5 L / 100 km,221604,White / Grey,"RINGWOOD, VIC",4 cyl,SUV, 4 Doors, 7 Seats,2.0,3.0,36915
1bc10a31-6144-4e7d-8035-a7973d394005,TOYOTA,2017.0,HILUX,UTE / TRAY,2017 TOYOTA HILUX SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,8.5 L / 100 km,115845,White / Black Fabric,"BASSENDEAN, WA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,5.0,43276
f3135d76-34aa-4704-a805-aa0c440cebca,TOYOTA,2009.0,ESTIMA,USED DEALER AD,2009 TOYOTA ESTIMA AERAS 2.4L 7 SEATER,USED,-,-,Other,-,-,77580,White / -,"MOORABBIN, VIC",-,WAGON,,,2.0,5.0,25409
e7ce8b54-49e9-48b1-b7bb-e6e373c76511,HYUNDAI,2018.0,I30,HATCHBACK,2018 HYUNDAI I30 ELITE (SUNROOF),USED,Automatic,"4 cyl, 1.6 L",Front,DIESEL,4.7 L / 100 km,18611,White / Black,"LIVERPOOL, NSW",4 cyl,HATCHBACK, 4 Doors, 5 Seats,7.0,4.0,24287
f453b90e-1d59-47ed-9aad-139160de41d1,MASERATI,2017.0,GHIBLI,USED DEALER AD,2017 MASERATI GHIBLI,USED,Automatic,-,Rear,UNLEADED,-,19093,Blue / Brown,"BURWOOD, NSW",-,,,,4.0,10.0,69310
5a28bac6-f354-42c9-b803-e3108d8350cb,MITSUBISHI,2016.0,ASX,SUV,2016 MITSUBISHI ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.4 L / 100 km,94320,Grey / -,"VICTORIA PARK, WA",4 cyl,SUV, 4 Doors, 5 Seats,4.0,5.0,24515
1951b061-1864-4114-8758-1280e980860d,SUBARU,2008.0,IMPREZA,HATCHBACK,2008 SUBARU IMPREZA WRX STI-R,USED,Manual,"4 cyl, 2.5 L",AWD,PREMIUM,10.3 L / 100 km,125823,White / -,"KEDRON, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,4.0,34648
41c742d3-66db-420a-8794-85fbae76a090,TOYOTA,2015.0,LANDCRUISER,SUV,2015 TOYOTA LANDCRUISER PRADO GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,DIESEL,8.5 L / 100 km,323847,White / -,"CAPALABA, QLD",4 cyl,SUV, 4 Doors, 7 Seats,4.0,4.0,35013
b0836fa5-1257-4535-b0e2-fb52e931ee9d,HOLDEN,2014.0,COMMODORE,WAGON,2014 HOLDEN COMMODORE EVOKE,USED,Automatic,"6 cyl, 3 L",Rear,UNLEADED,8.6 L / 100 km,138095,Silver / -,"NAILSWORTH, SA",6 cyl,WAGON, 4 Doors, 5 Seats,8.0,3.0,19656
a12e784c-b6d2-46e1-ad51-c47813ef361d,IVECO,2023.0,DAILY,NEW AVAILABLE TO ORDER,2023 IVECO DAILY E6 50C21V H3 DRW (WB4100L),NEW,Manual,"4 cyl, 3 L",Rear,DIESEL,0 L / 100 km,- / -,"3 years / 200,000 km",,4 cyl,COMMERCIAL, 3 Doors, 3 Seats,7.0,3.0,89890
6791ad9d-cacd-4645-be38-2c133f1710c5,TOYOTA,2021.0,LAND,PACIFIC TOYOTA USED,2021 TOYOTA LAND CRUISER WAGON GXL 4.5L T DIESEL AUTOMATIC,USED,Automatic,-,Other,-,-,41789,White / -,"BUNGALOW, QLD",-,WAGON,,,8.0,5.0,115951
a16205e9-f829-4ba3-99bd-6d794caef412,MAZDA,2018.0,BT-50,UTE / TRAY,2018 MAZDA BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,DIESEL,10 L / 100 km,105648,Silver / Grey,"MOONAH, TAS",5 cyl,UTE / TRAY, 4 Doors, 5 Seats,4.0,4.0,39821
b21ec8de-290b-4899-b164-1dd77005b91f,PORSCHE,2015.0,CAYENNE,SUV,2015 PORSCHE CAYENNE DIESEL,USED,Automatic,"6 cyl, 3 L",AWD,DIESEL,6.8 L / 100 km,103496,Blue / Beige,"BURWOOD, NSW",6 cyl,SUV, 4 Doors, 5 Seats,7.0,2.0,43509
aaadb4f8-9d23-4d69-94ae-a1e293519ae8,BMW,2023.0,5,NEW AVAILABLE TO ORDER,2023 BMW 5 M550I XDRIVE PURE LCI,NEW,Automatic,"8 cyl, 4.4 L",AWD,PREMIUM,10.6 L / 100 km,- / -,5 years / Unlimited km,,8 cyl,SEDAN, 4 Doors, 5 Seats,6.0,3.0,155789
d8834696-71af-43de-a9ee-46b4e8f9d7cc,HOLDEN,2017.0,CAPTIVA,SUV,2017 HOLDEN CAPTIVA ACTIVE 7 SEATER,USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,9 L / 100 km,164860,Blue / -,"SLACKS CREEK, QLD",4 cyl,SUV, 4 Doors, 7 Seats,3.0,7.0,16139
470c2398-5f5f-4aab-9686-5104a66afdff,MAZDA,2008.0,CX-7,MIDLAND CAR YARD,2008 MAZDA CX-7 ER SERIES 1 CLASSIC WAGON 5DR SPTS AUTO 6SP 4WD 2.3T,USED,Automatic,-,Other,UNLEADED,-,207251,Red / -,"MIDLAND, WA",-,WAGON,,,1.0,1.0,10850
52f8e8e7-95e0-4fa7-808e-48d1c61c2d66,TOYOTA,2020.0,RAV4,SUV,2020 TOYOTA RAV4 GXL 2WD HYBRID,USED,Automatic,"4 cyl, 2.5 L",Front,HYBRID,4.7 L / 100 km,57918,Blue / Black,"NORTHBRIDGE, WA",4 cyl,SUV, 5 Doors, 5 Seats,3.0,2.0,47969
08977a4e-dbe7-4119-ba33-9ec9680c11e7,PEUGEOT,2015.0,208,HATCHBACK,2015 PEUGEOT 208 ACTIVE,USED,Automatic,"4 cyl, 1.6 L",Front,PREMIUM,6.7 L / 100 km,54600,White / Black  Cloth,"SAINT MARYS, SA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,4.0,2.0,14813
6ff717a6-f2b3-4229-a245-2feea8ace65c,LDV,2021.0,G10+,POWELL MOTOR GROUP NEW & DEMO,2021 LDV G10+ BARN DOOR,DEMO,Automatic,"4 cyl, 2 L",Rear,DIESEL,8.2 L / 100 km,1458,White / Black,"DERWENT PARK, TAS",4 cyl,COMMERCIAL, 4 Doors, 2 Seats,6.0,5.0,35605
8ae6ac26-4839-416a-a9ba-736826c56640,JEEP,2019.0,WRANGLER,SUV,2019 JEEP WRANGLER SPORT S (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,UNLEADED,9.6 L / 100 km,49602,Green / Grey,"EDGEWATER, WA",6 cyl,SUV, 2 Doors, 4 Seats,5.0,3.0,37656
ee37c102-a249-4d03-b936-fc890cd90bb2,MERCEDES-BENZ,2017.0,A180,HATCHBACK,2017 MERCEDES-BENZ A180,USED,Automatic,"4 cyl, 1.6 L",Front,PREMIUM,5.8 L / 100 km,88000,Black / -,"ASHMORE, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,2.0,2.0,27412
a4fbbd98-3dc7-4f05-adef-ab980eaf854f,HONDA,2014.0,ACCORD,SEDAN,2014 HONDA ACCORD VTI-L,USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,8.1 L / 100 km,132447,Red / Black,"HENDRA, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,7.0,2.0,17294
3993f26d-f418-457d-b7c2-2a6b26ce7b37,TOYOTA,2021.0,COROLLA,HATCHBACK,2021 TOYOTA COROLLA ASCENT SPORT HYBRID,USED,Automatic,"4 cyl, 1.8 L",Front,HYBRID,4.2 L / 100 km,17276,White / -,"MOORABBIN, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,7.0,4.0,33977
80243d4a-fe95-4523-b9a5-9c6a15ccfd34,HSV,2003.0,COUPE,ANDREW LYALL PRESTIGE CARS,2003 HSV COUPE GTO,USED,Automatic,-,Rear,PREMIUM,-,84266,Silver / Black,"ROZELLE, NSW",-,COUPE,,,1.0,3.0,60026
9c0a3215-2dd5-4bc9-b20b-c48cc766db16,TOYOTA,2015.0,HIACE,COMMERCIAL,2015 TOYOTA HIACE LWB CREW,USED,Automatic,"4 cyl, 3 L",Rear,DIESEL,8 L / 100 km,97857,Blue / -,"BUNGALOW, QLD",4 cyl,COMMERCIAL, 4 Doors, 5 Seats,8.0,3.0,41102
d9fb0142-03ce-4636-a5a6-840e8b0a4497,HYUNDAI,2023.0,PALISADE,CARDIFF HONDA HYUNDAI - NEW,2023 HYUNDAI PALISADE ELITE (7 SEAT),DEMO,Automatic,"4 cyl, 2.2 L",AWD,DIESEL,7.3 L / 100 km,16,Black / -,"CARDIFF, NSW",4 cyl,SUV, 4 Doors, 7 Seats,5.0,4.0,62555
a6e5a171-6a18-4da3-875e-34bc6853f149,SUBARU,2018.0,LIBERTY,SEDAN,2018 SUBARU LIBERTY 2.5I PREMIUM,USED,Automatic,"4 cyl, 2.5 L",AWD,UNLEADED,7.3 L / 100 km,69968,White / Black Leather,"BERWICK, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,5.0,2.0,31774
d7aa09ce-bd2b-40dc-b57f-197fa4bb9584,TOYOTA,2011.0,HILUX,UTE / TRAY,2011 TOYOTA HILUX SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,DIESEL,9.5 L / 100 km,160878,White / Grey,"CARDIFF, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,3.0,28254
9f466ebf-ecf5-4db5-ae6d-6a9c2b88c67d,JEEP,2014.0,WRANGLER,SUV,2014 JEEP WRANGLER UNLIMITED SPORT (4X4),USED,Manual,"6 cyl, 3.6 L",4WD,UNLEADED,11.8 L / 100 km,99822,Red / -,"MINCHINBURY, NSW",6 cyl,SUV, 4 Doors, 5 Seats,4.0,2.0,36243
473bbfc3-adb6-47b9-ad22-f429d3a37c85,MAZDA,2022.0,2,HATCHBACK,2022 MAZDA 2 G15 PURE,USED,Manual,"4 cyl, 1.5 L",Front,UNLEADED,4.9 L / 100 km,8034,Silver / Black,"BRIGHTON, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,3.0,20728
cc636762-7cb6-49f0-b0fd-0c91017697e7,HOLDEN,2016.0,CRUZE,SEDAN,2016 HOLDEN CRUZE SRI Z-SERIES,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,7.9 L / 100 km,124889,Blue / Black,"PORT MELBOURNE, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,3.0,6.0,15948
c5d81ba7-6fcd-4200-b294-265815925c81,TOYOTA,2017.0,HILUX,UTE / TRAY,2017 TOYOTA HILUX SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,8.5 L / 100 km,107356,White / -,"BIBRA LAKE, WA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,1.0,2.0,39766
374a93f2-ae8d-4bc8-9d30-525374be9d89,HOLDEN,2016.0,TRAX,SUV,2016 HOLDEN TRAX LS,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.6 L / 100 km,101489,White / -,"TOWNSVILLE, QLD",4 cyl,SUV, 4 Doors, 5 Seats,1.0,2.0,17504
9a26ae61-dd47-43a2-ad9f-63b5bd63d5e1,MITSUBISHI,2018.0,TRITON,UTE / TRAY,2018 MITSUBISHI TRITON GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,DIESEL,7.6 L / 100 km,90212,White / -,"BUNGALOW, QLD",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,8.0,32619
d07d64ae-30d8-4308-b18f-96d77de1e9c1,SKODA,2018.0,RAPID,WAGON,2018 SKODA RAPID SPACEBACK 92 TSI,USED,Automatic,"4 cyl, 1.4 L",Front,PREMIUM,6 L / 100 km,41010,Black / Black,"GEELONG, VIC",4 cyl,WAGON, 4 Doors, 5 Seats,8.0,3.0,20595
3036a2ce-f955-422b-b7d4-374d2405c9f3,NISSAN,2021.0,QASHQAI,SUV,2021 NISSAN QASHQAI TI,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,6.9 L / 100 km,34855,White / Black,"MORLEY, WA",4 cyl,SUV, 4 Doors, 5 Seats,5.0,5.0,36214
662455d7-e25f-4619-873b-c882b68645a0,VOLKSWAGEN,2018.0,GOLF,WAGON,2018 VOLKSWAGEN GOLF R,USED,Automatic,"4 cyl, 2 L",AWD,PREMIUM,8 L / 100 km,66109,White / Black,"BOOLAROO, NSW",4 cyl,WAGON, 4 Doors, 5 Seats,7.0,1.0,34836
6f9eeded-a39d-4998-babf-1499174b2680,LEXUS,2015.0,IS200T,SEDAN,2015 LEXUS IS200T LUXURY,USED,Automatic,"4 cyl, 2 L",Rear,PREMIUM,7.5 L / 100 km,50267,Silver / Black,"BERWICK, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,5.0,3.0,30573
