car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
8515db96-4d07-4f69-806a-c37427b82d81,LEXUS,2017.0,RX,RYDE HYUNDAI,2017 LEXUS RX RX300 F SPORT,USED,Automatic,-,Front,PREMIUM,-,47801,Blue / Black,"RYDE, NSW",-,SUV,,,5.0,8.0,51497
56b6cdaa-bd7c-4922-bd01-39cbb1046953,TOYOTA,2019.0,HILUX,UTE / TRAY,2019 TOYOTA HILUX SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,8.5 L / 100 km,148978,White / -,"SANDGATE, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,9.0,1.0,38347
1be93d88-0eee-418f-8bfe-194859f0f856,HOLDEN,2010.0,CALAIS,WAGON,2010 HOLDEN CALAIS V,USED,Automatic,"6 cyl, 3.6 L",Rear,UNLEADED,10.3 L / 100 km,184197,Grey / -,"RINGWOOD, VIC",6 cyl,WAGON, 4 Doors, 5 Seats,1.0,1.0,12758
5311ad15-1a8c-44c6-853c-fb585db3d53b,MERCEDES-BENZ,2017.0,GLA180,SUV,2017 MERCEDES-BENZ GLA180,USED,Automatic,"4 cyl, 1.6 L",Front,PREMIUM,5.7 L / 100 km,76206,Blue / Black Leather,"BERWICK, VIC",4 cyl,SUV, 4 Doors, 5 Seats,8.0,2.0,28318
c09fbd86-eb9d-4e09-a3fc-36323adf7815,BMW,2015.0,X3,SUV,2015 BMW X3 XDRIVE 20D,USED,Automatic,"4 cyl, 2 L",4WD,DIESEL,5.4 L / 100 km,173862,White / -,"FRANKSTON, VIC",4 cyl,SUV, 4 Doors, 5 Seats,5.0,3.0,25171
0f5bd18f-8437-4ac5-a266-d7f3d9ba576b,HYUNDAI,2013.0,I30,HATCHBACK,2013 HYUNDAI I30 ACTIVE,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,6.9 L / 100 km,68096,Silver / Slate,"FAWKNER, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,7.0,2.0,14688
e7388b50-ddb9-4b33-9505-048e7aa0cb9a,NISSAN,2010.0,X-TRAIL,KINGZ MOTORS,2010 NISSAN X-TRAIL ST 2WD,USED,Automatic,-,Front,UNLEADED,-,207194,White / -,"MINCHINBURY, NSW",-,WAGON,,,8.0,1.0,9933
da1060fb-c7e9-43ea-9113-eb6de7e8d9b0,VOLKSWAGEN,2014.0,AMAROK,UTE / TRAY,2014 VOLKSWAGEN AMAROK TDI420 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,DIESEL,8.3 L / 100 km,175479,Brown / -,"PENRITH, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,3.0,3.0,28003
b51aa4b2-c582-4d8d-a749-f72ca42c985a,TOYOTA,1993.0,SUPRA,HATCHBACK,1993 TOYOTA SUPRA,USED,Manual,"6 cyl, 3 L",Rear,-,-,223931,Black / Black,"CHIPPING NORTON, NSW",6 cyl,HATCHBACK, 2 Doors,,1.0,3.0,70362
1509efa6-7c37-4b76-9f1b-08ef4963f42b,FORD,2017.0,RANGER,ADELAIDE VEHICLE CENTRE COMMERCIAL,2017 FORD RANGER XL,USED,Automatic,-,Other,DIESEL,-,171059,White / Grey,"ENFIELD, SA",-,UTE / TRAY,,,7.0,2.0,24756
