car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
1f8efd81-a29e-43da-91c0-db1ef822f50f,TOYOTA,2007.0,COROLLA,HATCHBACK,2007 TOYOTA COROLLA ASCENT,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.7 L / 100 km,304699,White / Black,"MINCHINBURY, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,1.0,8074
90d8f34e-343c-439e-8452-9e45088603bf,TOYOTA,2013.0,LANDCRUISER,SUV,2013 TOYOTA LANDCRUISER PRADO GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,DIESEL,8.5 L / 100 km,206734,White / Moon Mist Grey,"LAVINGTON, NSW",4 cyl,SUV, 4 Doors, 7 Seats,8.0,6.0,38476
0c9001cc-5dd0-4622-83ed-51216ce9d772,FORD,2016.0,EVEREST,SUV,2016 FORD EVEREST TITANIUM,USED,Automatic,"5 cyl, 3.2 L",AWD,DIESEL,8.5 L / 100 km,135122,Red / Black,"MOOROOKA, QLD",5 cyl,SUV, 4 Doors, 7 Seats,4.0,4.0,41573
764ab6c6-1d3f-4d68-9fff-f9bcc0a7c7cb,HYUNDAI,2020.0,TUCSON,SUV,2020 HYUNDAI TUCSON ACTIVE X (2WD) BLACK INT,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,58773,Silver / Black,"ELSTERNWICK, VIC",4 cyl,SUV, 4 Doors, 5 Seats,2.0,2.0,31188
6908915d-854f-43ec-8a53-7369f8601a0c,NISSAN,2007.0,ELGRAND,VERSIONONE AUTO,2007 NISSAN ELGRAND HIGHWAY STAR,USED,Automatic,-,Rear,UNLEADED,-,98363,White / Black,"SILVERWATER, NSW",-,WAGON,,,5.0,10.0,17305
34a851a3-9474-443e-b04d-2f8a703748eb,JEEP,2013.0,GRAND,SUV,2013 JEEP GRAND CHEROKEE LIMITED (4X4),USED,Automatic,"6 cyl, 3 L",4WD,DIESEL,7.5 L / 100 km,123001,Silver / -,"JANDAKOT, WA",6 cyl,SUV, 4 Doors, 5 Seats,9.0,2.0,22334
ccaab3d1-25c3-4b7c-95e1-04d2e7298406,MAZDA,2000.0,MX-5,CONVERTIBLE,2000 MAZDA MX-5,USED,Manual,"4 cyl, 1.8 L",Rear,UNLEADED,9 L / 100 km,238498,Black / -,"CHESTER HILL, NSW",4 cyl,CONVERTIBLE, 2 Doors, 2 Seats,1.0,2.0,8292
df749745-19ea-4e27-a611-d31602938c88,MITSUBISHI,2019.0,ECLIPSE,SUV,2019 MITSUBISHI ECLIPSE CROSS LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,UNLEADED,7.3 L / 100 km,68223,Red / Black,"CHERMSIDE, QLD",4 cyl,SUV, 4 Doors, 5 Seats,7.0,3.0,22244
4f006e27-90a4-4cee-9ed7-9a38301d00e8,KIA,2015.0,CARNIVAL,WAGON,2015 KIA CARNIVAL PLATINUM,USED,Automatic,"4 cyl, 2.2 L",Front,DIESEL,7.7 L / 100 km,173700,Grey / Grey,"NEW LAMBTON, NSW",4 cyl,WAGON, 4 Doors, 8 Seats,4.0,1.0,28532
64d70805-294b-4c84-ae7e-8032a04f601f,MITSUBISHI,2011.0,ASX,SUV,2011 MITSUBISHI ASX (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,170527,Red / Black,"WEST FOOTSCRAY, VIC",4 cyl,SUV, 4 Doors, 5 Seats,9.0,4.0,16514
