car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
6f46ee38-f851-4069-975b-183c29ffe67a,ALFA,2013.0,ROMEO,HATCHBACK,2013 ALFA ROMEO GIULIETTA PROGRESSION 1.4,USED,Manual,"4 cyl, 1.4 L",Front,PREMIUM,5.9 L / 100 km,154400,- / -,"DANDENONG, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,1.0,8919
edce2762-c9bd-4b9d-97bc-e0c8b3af6e68,HOLDEN,2005.0,RODEO,UTE / TRAY,2005 HOLDEN RODEO LX,USED,Manual,"6 cyl, 3.5 L",Rear,UNLEADED,0 L / 100 km,353047,White / Grey,"HAMILTON NORTH, NSW",6 cyl,UTE / TRAY, 2 Doors, 2 Seats,10.0,1.0,8023
c9acacef-44a3-4f0c-b752-5d8f28cbdec7,KIA,2021.0,SPORTAGE,SUV,2021 KIA SPORTAGE S (FWD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,58656,White / Black,"BELCONNEN, ACT",4 cyl,SUV, 4 Doors, 5 Seats,10.0,5.0,26739
1853cfb3-44bd-4cf7-b909-ba589f27fc42,VOLKSWAGEN,2019.0,AMAROK,UTE / TRAY,2019 VOLKSWAGEN AMAROK TDI550 CORE 4MOTION (4X4),USED,Manual,"6 cyl, 3 L",4WD,DIESEL,9.7 L / 100 km,50196,White / Black,"PENRITH, NSW",6 cyl,UTE / TRAY, 4 Doors, 5 Seats,2.0,3.0,44160
e9f3bc09-999d-41aa-b0dd-a9324c60a50c,MAZDA,2022.0,CX-30,SUV,2022 MAZDA CX-30 G20 TOURING SP VISION (FWD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,6.5 L / 100 km,10291,Grey / Leather,"MULGRAVE, VIC",4 cyl,SUV, 4 Doors, 5 Seats,4.0,5.0,37905
ab366f78-5a2e-4ce1-b1a1-67d6f610f984,CHRYSLER,2021.0,300,SEDAN,2021 CHRYSLER 300 SRT CORE,USED,Automatic,"8 cyl, 6.4 L",Rear,UNLEADED,13 L / 100 km,40900,Grey / Leather,"GRANVILLE, NSW",8 cyl,SEDAN, 4 Doors, 5 Seats,4.0,2.0,59069
fe5ef759-a4c4-4ed6-a94a-5df66c09d961,NISSAN,2010.0,MURANO,SUV,2010 NISSAN MURANO TI,USED,Automatic,"6 cyl, 3.5 L",4WD,UNLEADED,10.9 L / 100 km,262701,White / Black,"WEST FOOTSCRAY, VIC",6 cyl,SUV, 4 Doors, 5 Seats,5.0,5.0,10471
038598ac-0a8c-4fcf-b64a-292a5b5f90ee,MINI,2023.0,3D,HATCHBACK,2023 MINI 3D HATCH COOPER SE MINI YOURS,USED,Automatic,0 L,Front,ELECTRIC,0 L / 100 km,1653,Black / Mini Yours Leather Lounge Carbon Black,"BENTLEIGH, VIC",0 L,HATCHBACK, 3 Doors, 4 Seats,5.0,4.0,64741
1fc66428-beb8-441f-a13d-279fcab09f0e,MITSUBISHI,2012.0,ASX,SUV,2012 MITSUBISHI ASX (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,88447,Silver / Grey,"BROOKVALE, NSW",4 cyl,SUV, 4 Doors, 5 Seats,5.0,2.0,15613
fdf5b1b1-4fdd-46d5-b639-c798d4045099,HYUNDAI,2019.0,TUCSON,SUV,2019 HYUNDAI TUCSON ACTIVE (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,61231,Silver / -,"TWEED HEADS SOUTH, NSW",4 cyl,SUV, 4 Doors, 5 Seats,9.0,4.0,25886
0020f4e0-76e9-4019-b0b2-ecf20e7efb71,TOYOTA,2022.0,LANDCRUISER,SUV,2022 TOYOTA LANDCRUISER LC300 GXL (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,DIESEL,8.9 L / 100 km,17629,Grey / Black Fabric,"MIDLAND, WA",6 cyl,SUV, 4 Doors, 7 Seats,4.0,1.0,95748
b9c1fa69-bf21-412d-a290-dfe60cf98a18,TOYOTA,2021.0,KLUGER,SUV,2021 TOYOTA KLUGER GRANDE HYBRID AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,HYBRID,5.6 L / 100 km,53000,Blue / Black,"NARRE WARREN, VIC",4 cyl,SUV, 5 Doors, 7 Seats,5.0,3.0,66575
e400221e-a750-4776-b181-e7f8cba99225,TOYOTA,2013.0,HILUX,UTE / TRAY,2013 TOYOTA HILUX SR5 (4X4),USED,Manual,"4 cyl, 3 L",4WD,DIESEL,8.3 L / 100 km,247867,Silver / -,"MINCHINBURY, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,2.0,6.0,27021
