car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
d6ebcb16-7789-42c5-876f-008da8165fa8,TOYOTA,2019.0,CAMRY,SEDAN,2019 TOYOTA CAMRY SX,USED,Automatic,"4 cyl, 2.5 L",Front,UNLEADED,8.3 L / 100 km,64499,Black / Black Leather,"BERWICK, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,4.0,4.0,35457
823e1787-c69b-4e52-9720-94694ee21869,SUBARU,2020.0,FORESTER,SUV,2020 SUBARU FORESTER 2.5I-L (AWD),USED,Automatic,"4 cyl, 2.5 L",AWD,UNLEADED,7.4 L / 100 km,34266,Blue / -,"TRARALGON, VIC",4 cyl,SUV, 4 Doors, 5 Seats,6.0,6.0,43727
6378884b-9e29-4529-a87e-7b3ff5c51640,KIA,2020.0,SPORTAGE,SUV,2020 KIA SPORTAGE S (FWD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.9 L / 100 km,36390,Red / Black,"FRANKSTON, VIC",4 cyl,SUV, 4 Doors, 5 Seats,3.0,3.0,31902
9f53c79b-28fc-4bd4-a0b1-8853e3cf3b20,MAZDA,2017.0,MX-5,CONVERTIBLE,2017 MAZDA MX-5 ROADSTER,USED,Manual,"4 cyl, 2 L",Rear,PREMIUM,6.9 L / 100 km,28849,White / -,"TOOWOOMBA, QLD",4 cyl,CONVERTIBLE, 2 Doors, 2 Seats,8.0,4.0,40598
dd2fd42b-a44b-419f-8ae0-37e2b8963e5a,HYUNDAI,2020.0,I30,HATCHBACK,2020 HYUNDAI I30 N LINE,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,7.1 L / 100 km,34830,Blue / -,"BROWN HILL, VIC",4 cyl,HATCHBACK, 4 Doors, 5 Seats,2.0,9.0,28787
fd7e9df5-7294-45d3-b4e7-ee60e5ffc331,TOYOTA,1998.0,LANDCRUISER,SUV,1998 TOYOTA LANDCRUISER PRADO GXL (4X4),USED,Automatic,"6 cyl, 3.4 L",4WD,UNLEADED,15 L / 100 km,416885,Red / -,"MANDURAH, WA",6 cyl,SUV, 4 Doors, 8 Seats,8.0,3.0,9148
2b04128e-f9ca-4dbf-a021-efe6c177017f,VOLKSWAGEN,2022.0,GOLF,HATCHBACK,2022 VOLKSWAGEN GOLF GTI,USED,Automatic,"4 cyl, 2 L",Front,PREMIUM,7 L / 100 km,16070,Grey / -,"SPRINGWOOD, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,2.0,49324
6c415cf9-338e-4465-8602-6543e76d46d1,TOYOTA,2009.0,HIACE,CARBARN,2009 TOYOTA HIACE DX,USED,Automatic,-,Other,DIESEL,-,202235,White / -,"LIDCOMBE, NSW",-,COMMERCIAL,,,5.0,6.0,26227
db38af0d-e2eb-40b0-a831-c4aaaf5247fd,HONDA,2018.0,CR-V,SUV,2018 HONDA CR-V VTI-LX (AWD),USED,Automatic,"4 cyl, 1.5 L",AWD,UNLEADED,7.4 L / 100 km,91244,White / Leather,"MORNINGTON, VIC",4 cyl,SUV, 4 Doors, 5 Seats,7.0,8.0,28470
98acbd15-a637-45e5-8084-7b4248d81d32,TOYOTA,2009.0,VELLFIRE,MELBOURNE AUTOMOBILES PTY LTD,2009 TOYOTA VELLFIRE,USED,Automatic,-,Other,PREMIUM,-,122985,Black / Black,"BRAESIDE, VIC",-,WAGON,,,5.0,1.0,20803
