car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
ce0493a7-ffda-40b1-87c4-628c4194e4b6,TOYOTA,2015.0,HILUX,UTE / TRAY,2015 TOYOTA HILUX WORKMATE,USED,Automatic,"4 cyl, 2.7 L",Rear,UNLEADED,10.9 L / 100 km,88328,White / -,"PINELANDS, NT",4 cyl,UTE / TRAY, 2 Doors, 2 Seats,4.0,2.0,26251
0d4fae1a-8f86-433f-afff-25f6522e7cc5,HOLDEN,2011.0,COMMODORE,SEDAN,2011 HOLDEN COMMODORE SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,UNLEADED,10.1 L / 100 km,209985,Black / Black,"HOPPERS CROSSING, VIC",6 cyl,SEDAN, 4 Doors, 5 Seats,4.0,7.0,10637
cc205f22-207c-4130-9adf-83381e4ab1ea,NISSAN,2016.0,QASHQAI,SUV,2016 NISSAN QASHQAI ST (4X2),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,6.9 L / 100 km,48062,Black / -,"WARNERS BAY, NSW",4 cyl,SUV, 4 Doors, 5 Seats,9.0,5.0,24126
9c4ba56a-2413-425c-8728-06ec95a6d61d,NISSAN,2010.0,NAVARA,UTE / TRAY,2010 NISSAN NAVARA ST (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,DIESEL,9.8 L / 100 km,255560,Grey / Grey,"ADELAIDE, SA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,10.0,6.0,17044
4bcead76-c3f8-40d5-9cac-b253d7779e5f,NISSAN,2016.0,PATHFINDER,SUV,2016 NISSAN PATHFINDER ST-L (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,PREMIUM,10.3 L / 100 km,93785,Grey / Black Leather,"BERWICK, VIC",6 cyl,SUV, 4 Doors, 7 Seats,5.0,6.0,31916
96fe7e6e-5951-4f6e-8bfc-a876d3b46e83,MAZDA,2016.0,3,SEDAN,2016 MAZDA 3 MAXX,USED,Manual,"4 cyl, 2 L",Front,UNLEADED,5.8 L / 100 km,245000,White / -,"CLONTARF, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,7.0,5.0,12874
9953d550-32df-40c5-b88f-4b0e2ea57e46,VOLKSWAGEN,2021.0,T-CROSS,SUV,2021 VOLKSWAGEN T-CROSS 85TSI LIFE,USED,Automatic,"3 cyl, 1 L",Front,PREMIUM,5.4 L / 100 km,35231,Grey / Black,"MAROOCHYDORE, QLD",3 cyl,SUV, 4 Doors, 5 Seats,7.0,5.0,30265
45fd4dc7-184a-4754-9b68-4c6d2ed49261,TOYOTA,2014.0,COROLLA,HATCHBACK,2014 TOYOTA COROLLA ASCENT,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,6.6 L / 100 km,89412,Red / Black,"MAROOCHYDORE, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,7.0,4.0,19312
f0e5231b-073e-474f-a9fa-3247ee4d49df,MITSUBISHI,2019.0,ECLIPSE,SUV,2019 MITSUBISHI ECLIPSE CROSS LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,UNLEADED,7.3 L / 100 km,37858,Black / 2019/09,"ALBION, QLD",4 cyl,SUV, 4 Doors, 5 Seats,8.0,1.0,29931
87960f08-4cdc-414b-874a-c46420b7ae31,SKODA,2022.0,KAMIQ,BELLBOWRIE MOTOR GROUP NEW CARS,2022 SKODA KAMIQ MONTE CARLO 110TSI,DEMO,Automatic,"4 cyl, 1.5 L",Front,PREMIUM,5.6 L / 100 km,1577,White / -,"COFFS HARBOUR, NSW",4 cyl,SUV, 4 Doors, 5 Seats,8.0,2.0,41997
08241afe-dd84-4ac1-a6a6-6ce4ab709ac1,TOYOTA,2009.0,PRIUS,HATCHBACK,2009 TOYOTA PRIUS HYBRID,USED,Automatic,"4 cyl, 1.8 L",Front,HYBRID,3.9 L / 100 km,133107,Silver / -,"FAWKNER, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,9.0,2.0,17800
88f7668e-8e73-419f-94c8-00aaf5f8743a,HOLDEN,2017.0,ASTRA,HATCHBACK,2017 HOLDEN ASTRA RS-V,USED,Manual,"4 cyl, 1.6 L",Front,PREMIUM,6.5 L / 100 km,61395,Silver / -,"ROCKINGHAM, WA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,1.0,23324
7d32f645-cc0a-49d6-96eb-e1d518fbbc8c,AUDI,2015.0,A3,CONVERTIBLE,2015 AUDI A3 1.8 TFSI AMBITION QUATTRO,USED,Automatic,"4 cyl, 1.8 L",AWD,PREMIUM,6.6 L / 100 km,118379,White / -,"HOMEBUSH, NSW",4 cyl,CONVERTIBLE, 2 Doors, 4 Seats,8.0,6.0,31680
9e524fe2-05c4-48f6-bd61-e20815b041b2,MG,2020.0,HS,SUV,2020 MG HS ESSENCE,USED,Automatic,"4 cyl, 1.5 L",Front,UNLEADED,7.3 L / 100 km,52476,White / -,"WEST GOSFORD, NSW",4 cyl,SUV, 4 Doors, 5 Seats,8.0,2.0,26730
90f9f398-8203-48c3-b821-2b182c9dc049,SUZUKI,2021.0,SWIFT,DEMO,2021 SUZUKI SWIFT SPORT,DEMO,Manual,-,Front,PREMIUM,-,1222,Blue / -,"WAYVILLE, SA",-,HATCHBACK,,,7.0,2.0,26200
5797618d-0dc2-4a26-8955-7404bf488446,HYUNDAI,2019.0,TUCSON,SUV,2019 HYUNDAI TUCSON HIGHLANDER (AWD),USED,Automatic,"4 cyl, 1.6 L",AWD,UNLEADED,7.7 L / 100 km,80556,Silver / Leather,"MORNINGTON, VIC",4 cyl,SUV, 4 Doors, 5 Seats,1.0,2.0,35091
a5b691e3-e559-4ae8-bc6d-f7ba59b5c9d5,TOYOTA,2018.0,RAV4,SUV,2018 TOYOTA RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.4 L / 100 km,62390,White / -,"HELENSVALE, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10.0,4.0,28361
dd45099b-5d7b-48b9-b109-fb0bd5c73afc,HYUNDAI,2016.0,I30,HATCHBACK,2016 HYUNDAI I30 ACTIVE,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.3 L / 100 km,137198,Grey / Black  Cloth,"MOORABBIN, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,5.0,15736
3d240ddb-2207-40d8-805d-c1bbe9afbb89,ISUZU,2016.0,MU-X,SUV,2016 ISUZU MU-X LS-T (4X4),USED,Automatic,"4 cyl, 3 L",4WD,DIESEL,8.3 L / 100 km,99734,White / Black,"HOMEBUSH, NSW",4 cyl,SUV, 4 Doors, 7 Seats,7.0,3.0,42862
92ff4526-41b8-470b-a2cc-502fbdf4d82c,HOLDEN,2008.0,COMMODORE,WAGON,2008 HOLDEN COMMODORE SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,UNLEADED,11 L / 100 km,213297,Green / -,"OSBORNE PARK, WA",6 cyl,WAGON, 4 Doors, 5 Seats,5.0,3.0,10453
076555bc-9959-442a-90f1-a74f541ae4ef,TOYOTA,2019.0,CAMRY,SEDAN,2019 TOYOTA CAMRY ASCENT (HYBRID),USED,Automatic,"4 cyl, 2.5 L",Front,HYBRID,4.2 L / 100 km,15603,White / -,"BUNDOORA, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,8.0,8.0,37202
