car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
0cfda825-0665-4bf2-adf4-74788fa54638,BMW,2014.0,3,MR CAR,2014 BMW 3 SERIES 28I,USED,Automatic,-,Other,UNLEADED,-,123689,Silver / -,"ROUSE HILL, NSW",-,HATCHBACK,,,7.0,1.0,22255
77fbb513-7e6f-4f34-b74b-41aa2112d9cc,KIA,2020.0,CERATO,HATCHBACK,2020 KIA CERATO S,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.4 L / 100 km,15729,Grey / Cloth,"SPRINGVALE, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,4.0,2.0,29616
e77751d3-ff49-4675-9b62-89918d81892c,FORD,2014.0,TERRITORY,SUV,2014 FORD TERRITORY TX (RWD),USED,Automatic,"6 cyl, 4 L",Rear,UNLEADED,10.6 L / 100 km,285430,Grey / -,"BELMONT, NSW",6 cyl,SUV, 4 Doors, 5 Seats,6.0,4.0,11273
c66421bf-bf03-4cfb-a3ce-beec462a6479,PORSCHE,2021.0,CAYENNE,SUV,2021 PORSCHE CAYENNE GTS,USED,Automatic,"8 cyl, 4 L",AWD,PREMIUM,12.2 L / 100 km,14369,"Black / Extended Partial Leather Interior, Seat Centres In Fabric, Black","NEDLANDS, WA",8 cyl,SUV, 4 Doors, 4 Seats,1.0,1.0,212747
65954aca-37b2-463a-b21a-89a7ad7910c8,VOLKSWAGEN,2013.0,PASSAT,SEDAN,2013 VOLKSWAGEN PASSAT 130 TDI HIGHLINE,USED,Automatic,"4 cyl, 2 L",Front,DIESEL,5.4 L / 100 km,136711,White / Black,"EVERTON HILLS, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,2.0,2.0,11308
a24b77e4-f264-4fcd-9ea7-0ed757da4fd7,FORD,2016.0,KUGA,SUV,2016 FORD KUGA TREND (AWD),USED,Automatic,"4 cyl, 2 L",AWD,DIESEL,5.5 L / 100 km,90808,White / -,"MORLEY, WA",4 cyl,SUV, 4 Doors, 5 Seats,6.0,1.0,19206
02e68b4b-a46d-45af-825b-7bb75e29dbfe,AUDI,2009.0,Q5,SUV,2009 AUDI Q5 3.0 TDI QUATTRO,USED,Automatic,"6 cyl, 3 L",AWD,DIESEL,7.5 L / 100 km,163535,Silver / Black,"PETERSHAM, NSW",6 cyl,SUV, 4 Doors, 5 Seats,4.0,3.0,12827
8ff9ba42-9581-4096-815f-73d35dabf20f,FORD,2003.0,FALCON,SEDAN,2003 FORD FALCON XR8,USED,Automatic,"8 cyl, 5.4 L",Rear,UNLEADED,14.5 L / 100 km,50441,Silver / Black,"PRESTON, VIC",8 cyl,SEDAN, 4 Doors, 5 Seats,7.0,4.0,23663
8389d214-adfc-4bfa-99d4-83cb1a9626bf,TOYOTA,2020.0,CAMRY,SEDAN,2020 TOYOTA CAMRY SL HYBRID,USED,Automatic,"4 cyl, 2.5 L",Front,HYBRID,4.5 L / 100 km,19067,Blue / Black,"PENNANT HILLS, NSW",4 cyl,SEDAN, 4 Doors, 5 Seats,4.0,3.0,47688
52040d71-d20b-4ef0-b6c4-3eabd5ae82e1,NISSAN,2016.0,QASHQAI,SUV,2016 NISSAN QASHQAI TI (4X2),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,6.9 L / 100 km,156400,White / -,"KENSINGTON, QLD",4 cyl,SUV, 4 Doors, 5 Seats,5.0,6.0,17783
c5328613-8729-46a8-a6e2-f9786e8bed04,SUBARU,2019.0,FORESTER,SUV,2019 SUBARU FORESTER 2.5I-L (AWD),USED,Automatic,"4 cyl, 2.5 L",AWD,UNLEADED,7.4 L / 100 km,123557,Blue / -,"LIVERPOOL, NSW",4 cyl,SUV, 4 Doors, 5 Seats,7.0,1.0,25480
b2e43023-6021-4e92-b453-620ac34bfeb8,TOYOTA,2017.0,CAMRY,SEDAN,2017 TOYOTA CAMRY ATARA S,USED,Automatic,"4 cyl, 2.5 L",Front,UNLEADED,7.8 L / 100 km,98052,- / -,"DERWENT PARK, TAS",4 cyl,SEDAN, 4 Doors, 5 Seats,8.0,1.0,21302
23419852-d888-48cb-96c1-a783bda3cb67,HYUNDAI,2016.0,I30,HATCHBACK,2016 HYUNDAI I30 ACTIVE,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.3 L / 100 km,39899,Grey / Cloth,"PHILLIP, ACT",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,2.0,18602
8b78ba8e-7129-4196-9958-6c5220ade939,TOYOTA,2008.0,RAV4,SUV,2008 TOYOTA RAV4 SX6,USED,Automatic,"6 cyl, 3.5 L",4WD,UNLEADED,10.5 L / 100 km,179720,Grey / -,"WINDSOR GARDENS, SA",6 cyl,SUV, 4 Doors, 5 Seats,6.0,1.0,16056
e76e5315-5bcc-413b-a5b0-80eb27fab48c,NISSAN,2018.0,GT-R,COUPE,2018 NISSAN GT-R PREMIUM,USED,Automatic,"6 cyl, 3.8 L",AWD,PREMIUM,11.7 L / 100 km,26500,Black / Black,"AUBURN, NSW",6 cyl,COUPE, 2 Doors, 4 Seats,6.0,2.0,248159
aa5eb86e-1108-4313-9f10-1a5311b0170f,FORD,2011.0,FIESTA,HATCHBACK,2011 FORD FIESTA ZETEC,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,6.1 L / 100 km,96391,Grey / Grey,"YAGOONA, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,6.0,8.0,9938
f3197aba-c892-4798-86c5-1a01db3fb74e,HOLDEN,2015.0,COLORADO,UTE / TRAY,2015 HOLDEN COLORADO LS-X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,9 L / 100 km,176460,White / -,"SAINT JAMES, WA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,1.0,22456
c9a41595-4018-4a4d-8886-d8a1fb124a51,JEEP,2022.0,COMPASS,SUV,2022 JEEP COMPASS S-LIMITED (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,UNLEADED,7.9 L / 100 km,7632,Blue / Black,"PINKENBA, QLD",4 cyl,SUV, 4 Doors, 5 Seats,9.0,3.0,47954
dfacfed3-2b67-4381-9075-560b563688eb,KIA,2021.0,CERATO,HATCHBACK,2021 KIA CERATO S,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.4 L / 100 km,22967,Silver / -,"ESSENDON FIELDS, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,6.0,2.0,22993
c9a547cb-2e47-4df7-99e2-9bceef14f304,NISSAN,2018.0,X-TRAIL,SUV,2018 NISSAN X-TRAIL ST 7 SEAT (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,UNLEADED,8.1 L / 100 km,114950,Grey / -,"LAVERTON NORTH, VIC",4 cyl,SUV, 4 Doors, 7 Seats,5.0,2.0,20481
f6267177-ff44-4ce2-a862-5e6140a54407,TOYOTA,2020.0,CAMRY,SEDAN,2020 TOYOTA CAMRY ASCENT (HYBRID),USED,Automatic,"4 cyl, 2.5 L",Front,HYBRID,4.2 L / 100 km,42000,Silver / -,"WATERLOO, NSW",4 cyl,SEDAN, 4 Doors, 5 Seats,4.0,2.0,33598
851b4c13-33c2-4994-95cc-099dcb95ff9e,HYUNDAI,2015.0,I30,WAGON,2015 HYUNDAI I30 TOURER ACTIVE 1.6 GDI,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,6.9 L / 100 km,187313,Silver / -,"MINCHINBURY, NSW",4 cyl,WAGON, 4 Doors, 5 Seats,2.0,2.0,12895
d6d998a6-4050-47cc-a08c-06f22a07e82b,KIA,2014.0,CERATO,SEDAN,2014 KIA CERATO S,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.1 L / 100 km,136950,Blue / Cloth,"CAIRNS CITY, QLD",4 cyl,SEDAN, 4 Doors, 5 Seats,7.0,3.0,13336
9191ea2f-9d14-4126-998e-5e9250bf4e03,HOLDEN,2009.0,STATESMAN,SEDAN,2009 HOLDEN STATESMAN V6,USED,Automatic,"6 cyl, 3.6 L",Rear,UNLEADED,12.2 L / 100 km,228422,White / Grey,"ARCHERFIELD, QLD",6 cyl,SEDAN, 4 Doors, 5 Seats,10.0,3.0,12837
b3e07019-45e1-4f1e-9b40-08bd87df7871,HYUNDAI,2018.0,I30,HATCHBACK,2018 HYUNDAI I30 N PERFORMANCE LUX,USED,Manual,"4 cyl, 2 L",Front,PREMIUM,8 L / 100 km,101358,Blue / Black Cloth,"LILYDALE, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,9.0,2.0,33517
b5d0e657-cd64-49c2-96d3-fc509b5ae68f,MERCEDES-BENZ,2011.0,B180,HATCHBACK,2011 MERCEDES-BENZ B180,USED,Automatic,"4 cyl, 1.7 L",Front,PREMIUM,7.6 L / 100 km,111501,Grey / Black,"BUNBURY, WA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,7.0,3.0,9420
4775653d-1c13-4f1d-97b0-bbd36d11dc40,TOYOTA,2011.0,AURION,SEDAN,2011 TOYOTA AURION TOURING SE,USED,Automatic,"6 cyl, 3.5 L",Front,UNLEADED,9.9 L / 100 km,163118,Silver / Nexus Dark Grey,"MINCHINBURY, NSW",6 cyl,SEDAN, 4 Doors, 5 Seats,5.0,5.0,14454
cdefc90d-99a7-459a-bdae-4ac1e241cfe8,HYUNDAI,2014.0,I30,HATCHBACK,2014 HYUNDAI I30 TROPHY,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,7.1 L / 100 km,166805,Blue / -,"BERESFIELD, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,4.0,1.0,7878
c90e0760-e2fb-465c-9d90-4c275e95fe48,KIA,2022.0,STINGER,SEDAN,2022 KIA STINGER GT (BLACK LEATHER),USED,Automatic,"6 cyl, 3.3 L",Rear,UNLEADED,10.2 L / 100 km,30874,Red / -,"PORT MACQUARIE, NSW",6 cyl,SEDAN, 4 Doors, 5 Seats,10.0,1.0,61716
d0ac9fca-c5ef-4abb-90e6-c5b01a692e40,NISSAN,2019.0,NAVARA,UTE / TRAY,2019 NISSAN NAVARA ST (4X2),USED,Automatic,"4 cyl, 2.3 L",Front,DIESEL,6.8 L / 100 km,190812,White / -,"BLACKTOWN, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,2.0,22428
09e81357-4772-4d9c-bfac-0c20cc73e5c3,FORD,2023.0,RANGER,ILLAWARRA USED CARS ALBION PARK,2023 FORD RANGER RAPTOR,USED,Automatic,-,Other,PREMIUM,-,151,Blue / Black,"ALBION PARK, NSW",-,UTE / TRAY,,,8.0,3.0,113223
6d97e0ce-a27b-468f-af91-92a0bd5cced6,VOLKSWAGEN,2014.0,AMAROK,CARMART.COM.AU,2014 VOLKSWAGEN AMAROK TDI400 4MOT HIGHLINE,USED,Manual,-,Other,DIESEL,-,99852,Grey / -,"MORAYFIELD, QLD",-,UTE / TRAY,,,10.0,2.0,35114
3fc491d5-8701-4c1d-87a3-11e3b3682974,MITSUBISHI,2011.0,OUTLANDER,SUV,2011 MITSUBISHI OUTLANDER LS (FWD),USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,9.3 L / 100 km,170664,Blue / -,"LANSVALE, NSW",4 cyl,SUV, 4 Doors, 5 Seats,5.0,4.0,7501
a331665a-1ffd-4f63-a3aa-9ca5a021e64d,NISSAN,2013.0,PULSAR,SEDAN,2013 NISSAN PULSAR TI,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,6.7 L / 100 km,144459,White / Black,"BROWN HILL, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,2.0,5.0,17108
