car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
878b14a0-01eb-4f73-ac69-711fdb28fccf,TOYOTA,2005.0,LANDCRUISER,SUV,2005 TOYOTA LANDCRUISER PRADO GRANDE (4X4),USED,Automatic,"4 cyl, 3 L",4WD,DIESEL,12.6 L / 100 km,299451,Black / Grey,"CHIPPING NORTON, NSW",4 cyl,SUV, 4 Doors, 8 Seats,6.0,2.0,19569
e3778a62-7c47-4922-b8f5-85d3f0ef8af6,MAZDA,2018.0,3,HATCHBACK,2018 MAZDA 3 MAXX SPORT,USED,Manual,"4 cyl, 2 L",Front,UNLEADED,5.9 L / 100 km,103681,Blue / Grey,"GREENWAY, ACT",4 cyl,HATCHBACK, 5 Doors, 5 Seats,1.0,6.0,17743
4524beb2-f78d-4e15-bfc8-0468a119762e,VOLKSWAGEN,2019.0,TOUAREG,SUV,2019 VOLKSWAGEN TOUAREG LAUNCH EDITION,USED,Automatic,"6 cyl, 3 L",AWD,DIESEL,7.4 L / 100 km,92618,Grey / Black Leather,"BURWOOD, VIC",6 cyl,SUV, 4 Doors, 5 Seats,7.0,1.0,61668
49ad1a88-960d-43f0-87bd-23eee5f52249,KIA,2016.0,CARNIVAL,WAGON,2016 KIA CARNIVAL SLI,USED,Automatic,"4 cyl, 2.2 L",Front,DIESEL,7.7 L / 100 km,92355,Silver / Grey,"PINKENBA, QLD",4 cyl,WAGON, 4 Doors, 8 Seats,2.0,5.0,32602
54aebf70-7a6c-40e4-bb79-0986ba6b518d,LAND,2014.0,ROVER,SUV,2014 LAND ROVER RANGE ROVER SPORT 3.0 SDV6 SE,USED,Automatic,"6 cyl, 3 L",AWD,DIESEL,7.5 L / 100 km,138373,White / -,"DEER PARK, VIC",6 cyl,SUV, 4 Doors, 5 Seats,5.0,2.0,57234
8ea30ded-92dd-4841-9d20-25a9dac59446,LEXUS,2021.0,IS300H,LEXUS OF BERWICK,2021 LEXUS IS300H F SPORT +EP1 HYBRID,USED,-,"4 cyl, 2.5 L",Rear,HYBRID,5.1 L / 100 km,37340,Grey / White,"BERWICK, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,9.0,6.0,73943
7a903ef6-8174-4727-83a9-43f7f0ed1644,NISSAN,2013.0,NAVARA,UTE / TRAY,2013 NISSAN NAVARA ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,DIESEL,10.5 L / 100 km,102489,Silver / -,"KENSINGTON, QLD",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,2.0,23951
80a7c015-a3f0-4d72-963b-73fc21b7bc86,NISSAN,2015.0,NAVARA,UTE / TRAY,2015 NISSAN NAVARA ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,DIESEL,9.2 L / 100 km,143989,White / Black,"MORLEY, WA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,4.0,1.0,21081
439d6113-abc1-499f-a11f-14bf4ad5483c,SUBARU,2006.0,FORESTER,CARS FROM JAPAN,2006 SUBARU FORESTER CROSS SPORTS,USED,Automatic,-,Other,PREMIUM,-,120026,Silver / Grey,"SMEATON GRANGE, NSW",-,WAGON,,,8.0,5.0,14881
9d855c6c-419e-4d00-b08b-55201601b9e4,MITSUBISHI,2018.0,OUTLANDER,SUV,2018 MITSUBISHI OUTLANDER ES 5 SEAT (AWD),USED,Automatic,"4 cyl, 2.4 L",AWD,UNLEADED,7.2 L / 100 km,78528,Red / -,"BUNGALOW, QLD",4 cyl,SUV, 4 Doors, 5 Seats,4.0,8.0,22569
97e8280d-04dd-45cc-9194-75a103a1ef04,LDV,2021.0,T60,UTE / TRAY,2021 LDV T60 PRO (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,8.5 L / 100 km,35301,White / -,"DERWENT PARK, TAS",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,9.0,1.0,27985
0d2805b9-5afc-4321-99b1-23a7e3bd7f21,SUBARU,2014.0,BRZ,COUPE,2014 SUBARU BRZ,USED,Automatic,"4 cyl, 2 L",Rear,PREMIUM,7.1 L / 100 km,60460,Black / -,"SAINT MARYS, NSW",4 cyl,COUPE, 2 Doors, 4 Seats,8.0,5.0,24141
ecdd5dc9-c32f-4342-98b4-df9e939a5a75,NISSAN,2019.0,NAVARA,UTE / TRAY,2019 NISSAN NAVARA RX (4X2),USED,Manual,"4 cyl, 2.3 L",Front,DIESEL,6.4 L / 100 km,72934,White / Black,"TOOWOOMBA CITY, QLD",4 cyl,UTE / TRAY, 2 Doors, 2 Seats,4.0,6.0,27169
f8e3dedb-b4ac-444a-996e-3ce869125b0e,SUBARU,2018.0,OUTBACK,SUV,2018 SUBARU OUTBACK 2.5I PREMIUM,USED,Automatic,"4 cyl, 2.5 L",AWD,UNLEADED,7.3 L / 100 km,79981,White / Black,"CRANBOURNE, VIC",4 cyl,SUV, 4 Doors, 5 Seats,6.0,6.0,37148
00831d00-821a-4211-ab88-469a109628eb,TOYOTA,2000.0,RAV4,SUV,2000 TOYOTA RAV4 CRUISER (4X4),USED,Automatic,"4 cyl, 2 L",4WD,UNLEADED,9 L / 100 km,136650,Silver / -,"BEVERLEY, SA",4 cyl,SUV, 4 Doors, 5 Seats,9.0,7.0,6408
318d9c33-c8eb-4485-9960-a8b7412e6679,AUDI,2015.0,Q3,SUV,2015 AUDI Q3 1.4 TFSI (110KW),USED,Automatic,"4 cyl, 1.4 L",Front,PREMIUM,5.9 L / 100 km,107519,Black / -,"MOOROOKA, QLD",4 cyl,SUV, 4 Doors, 5 Seats,1.0,1.0,17591
b31c262f-1b56-42c7-affc-39e8c282a1bb,RENAULT,2019.0,MASTER,MELBOURNE TRUCK AND VANS,2019 RENAULT MASTER,USED,Automatic,-,Other,DIESEL,-,134929,White / -,"PRESTON, VIC",-,COMMERCIAL,,,10.0,3.0,46664
a7f23ccc-fde7-4e0f-a39d-5b1b1b4d6e58,NISSAN,2014.0,NAVARA,UTE / TRAY,2014 NISSAN NAVARA ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,DIESEL,9.2 L / 100 km,267435,Black / -,"CARDIFF, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,4.0,3.0,15690
0fd8a2a6-0b80-4430-aa4b-e3334340cf3b,MERCEDES-BENZ,2019.0,GLA180,SUV,2019 MERCEDES-BENZ GLA180,USED,Automatic,"4 cyl, 1.6 L",Front,PREMIUM,5.7 L / 100 km,14553,Grey / Leather,"SPRINGVALE, VIC",4 cyl,SUV, 4 Doors, 5 Seats,5.0,1.0,48950
9a53a56e-f5b6-4835-b116-f532b7bbbdb7,FORD,2009.0,FALCON,SEDAN,2009 FORD FALCON XR6,USED,Automatic,"6 cyl, 4 L",Rear,UNLEADED,10.5 L / 100 km,159295,Grey / -,"NEWTOWN, VIC",6 cyl,SEDAN, 4 Doors, 5 Seats,7.0,3.0,13257
1d04a3c1-6df0-4cab-9c42-393868ca9c27,BMW,2008.0,120D,HATCHBACK,2008 BMW 120D,USED,Automatic,"4 cyl, 2 L",Rear,DIESEL,6.1 L / 100 km,175000,Silver / -,"SLACKS CREEK, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,9.0,4.0,9762
62785379-010e-4c6f-8493-966a42533ea4,MAZDA,2014.0,BT-50,UTE / TRAY,2014 MAZDA BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,DIESEL,8.9 L / 100 km,193374,Silver / -,"KIRRAWEE, NSW",5 cyl,UTE / TRAY, 4 Doors, 4 Seats,7.0,3.0,17769
6d1737a0-1d94-4cc0-83e1-d46b211bfd00,LEXUS,2018.0,LX570,SUV,2018 LEXUS LX570,USED,Automatic,"8 cyl, 5.7 L",4WD,PREMIUM,14.4 L / 100 km,94273,Grey / Black,"WATERLOO, NSW",8 cyl,SUV, 4 Doors, 8 Seats,9.0,5.0,94296
ab8a60c1-844c-4211-a691-549dceb82fb7,VOLKSWAGEN,2023.0,CRAFTER,NEW AVAILABLE TO ORDER,2023 VOLKSWAGEN CRAFTER 35 TDI410 LWB 4MOTION (3.55T),NEW,Automatic,"4 cyl, 2 L",AWD,DIESEL,0 L / 100 km,- / -,5 years / Unlimited km,,4 cyl,COMMERCIAL, 2 Doors, 3 Seats,5.0,2.0,61878
49ce92a3-2fe3-4fca-972d-d590d5b5d4dc,RENAULT,2013.0,MEGANE,HATCHBACK,2013 RENAULT MEGANE PRIVILEGE,USED,Automatic,"4 cyl, 1.5 L",Front,DIESEL,4.4 L / 100 km,124318,Red / -,"MOOROOKA, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,3.0,2.0,10786
ec9d1460-c23d-4a5b-a1db-f9c8b1b7ffdd,TOYOTA,2003.0,LANDCRUISER,SUV,2003 TOYOTA LANDCRUISER PRADO GX (4X4),USED,Manual,"6 cyl, 4 L",4WD,UNLEADED,13.8 L / 100 km,335974,White / -,"OSBORNE PARK, WA",6 cyl,SUV, 4 Doors, 8 Seats,2.0,8.0,12770
68a4785e-0abd-4d8a-92fc-5170615442c7,HONDA,2023.0,CR-V,SUV,2023 HONDA CR-V VTI L (AWD) 5 SEATS,USED,Automatic,"4 cyl, 1.5 L",AWD,UNLEADED,7.4 L / 100 km,1520,Silver / -,"WELSHPOOL, WA",4 cyl,SUV, 4 Doors, 5 Seats,5.0,7.0,38646
b9c44ee6-c5ce-4c24-98ec-ec06882479b7,TOYOTA,2015.0,HIACE,COMMERCIAL,2015 TOYOTA HIACE SLWB,USED,Automatic,"4 cyl, 3 L",Rear,DIESEL,8 L / 100 km,306421,White / -,"LIDCOMBE, NSW",4 cyl,COMMERCIAL, 4 Doors, 2 Seats,3.0,4.0,29322
061a083f-c1b0-4279-b009-5790a58e8948,BMW,2019.0,X2,SUV,2019 BMW X2 SDRIVE 20I M SPORT X,USED,Automatic,"4 cyl, 2 L",Front,PREMIUM,6 L / 100 km,52550,Blue / -,"KIRRAWEE, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10.0,3.0,32199
13937c9c-68ad-463f-bcc3-69003a832cc3,TOYOTA,2019.0,HILUX,UTE / TRAY,2019 TOYOTA HILUX SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,8.5 L / 100 km,102036,White / Black Fabric,"BASSENDEAN, WA",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,6.0,1.0,46857
5cf20798-a9a2-45ef-ad93-6ceb849d4c1f,HOLDEN,2016.0,CRUZE,HATCHBACK,2016 HOLDEN CRUZE EQUIPE,USED,Manual,"4 cyl, 1.8 L",Front,UNLEADED,7 L / 100 km,145064,White / Grey,"ENFIELD, SA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,4.0,5.0,12661
a4fd95b9-4dbc-4a2a-9736-440f5932fd90,FORD,2015.0,KUGA,SUV,2015 FORD KUGA TITANIUM (AWD),USED,Automatic,"4 cyl, 1.6 L",AWD,PREMIUM,8 L / 100 km,138852,Grey / Cloth,"KUNDA PARK, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10.0,10.0,20323
7ad32d6b-23f9-4d9f-85cb-f0ef2b9365f5,TOYOTA,2021.0,RAV4,SUV,2021 TOYOTA RAV4 CRUISER (AWD) HYBRID,USED,Automatic,"4 cyl, 2.5 L",AWD,HYBRID,4.8 L / 100 km,17408,White / -,"JANDAKOT, WA",4 cyl,SUV, 5 Doors, 5 Seats,1.0,5.0,50543
d43c7f6c-6562-4200-828e-ee803d9d3575,MERCEDES-BENZ,2017.0,A45,HATCHBACK,2017 MERCEDES-BENZ A45 4MATIC (FUEL EFFICIENT),USED,Automatic,"4 cyl, 2 L",AWD,PREMIUM,6.9 L / 100 km,43082,Blue / -,"LIVERPOOL, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,9.0,5.0,51863
3bbcb47f-6797-4963-8aca-29b592ff7092,SUZUKI,2019.0,BALENO,HATCHBACK,2019 SUZUKI BALENO GLX,USED,Automatic,"4 cyl, 1.4 L",Front,UNLEADED,5.4 L / 100 km,52603,Blue / Black,"NORTH WOLLONGONG, NSW",4 cyl,HATCHBACK, 4 Doors, 5 Seats,2.0,4.0,19301
