car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
b7f8adc6-370d-40fc-922d-f3a0c173f308,TOYOTA,2005.0,CAMRY,SEDAN,2005 TOYOTA CAMRY ATEVA,USED,Automatic,"6 cyl, 3 L",Front,UNLEADED,11.2 L / 100 km,228299,White / Gray,"MILE END, SA",6 cyl,SEDAN, 4 Doors, 5 Seats,9.0,1.0,6546
4acc92a3-c9cf-446d-851f-9717664f9bfe,TOYOTA,2008.0,HIACE,NIPPON MOTORS,2008 TOYOTA HIACE DX,USED,Automatic,-,Other,DIESEL,-,222078,White / Black,"INGLEBURN, NSW",-,COMMERCIAL,,,5.0,5.0,28733
e0242cf7-e0be-4a3a-95f0-f51fbee7ffc8,MITSUBISHI,2020.0,ASX,SUV,2020 MITSUBISHI ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.6 L / 100 km,46082,White / Black,"HASTINGS, VIC",4 cyl,SUV, 4 Doors, 5 Seats,2.0,1.0,25312
02acf1aa-2c6e-41d6-ad36-b83d80c872a7,KIA,2021.0,RIO,HATCHBACK,2021 KIA RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,UNLEADED,6.2 L / 100 km,60150,White / Black,"MILE END SOUTH, SA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,3.0,4.0,24009
376825f5-0680-47e5-9718-ec564f64df12,HYUNDAI,2013.0,I30,HATCHBACK,2013 HYUNDAI I30 PREMIUM,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,6.9 L / 100 km,107647,Red / Black,"BLACKTOWN, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,9.0,4.0,16178
da5552f9-2c2f-4706-b7dc-58d7fb5b376d,FORD,2011.0,TERRITORY,SUV,2011 FORD TERRITORY TX (RWD),USED,Automatic,"6 cyl, 4 L",Rear,UNLEADED,10.6 L / 100 km,156340,White / Cloth,"ELDERSLIE, NSW",6 cyl,SUV, 4 Doors, 5 Seats,3.0,2.0,9249
e423cacd-9bc5-466e-9e70-cf1c41c2a422,FORD,2016.0,MUSTANG,CAPITAL AUTOMOTIVE GROUP,2016 FORD MUSTANG FASTBACK GT 5.0 V8 SUPERCHARGED,USED,Manual,-,Other,PREMIUM,-,16988,Blue / -,"OSBORNE PARK, WA",-,COUPE,,,6.0,9.0,79678
02788454-a7c6-4297-9877-eebb7e81a205,MITSUBISHI,2019.0,OUTLANDER,SUV,2019 MITSUBISHI OUTLANDER ES 7 SEAT (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,6.8 L / 100 km,91842,White / -,"BENTLEY, WA",4 cyl,SUV, 4 Doors, 7 Seats,7.0,1.0,22847
9b4bce2b-1a8b-4e33-8f36-ef95463c282b,NISSAN,2016.0,NAVARA,UTE / TRAY,2016 NISSAN NAVARA RX (4X2),USED,Automatic,"4 cyl, 2.3 L",Rear,DIESEL,6.9 L / 100 km,105237,White / Black,"BERWICK, VIC",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,4.0,3.0,24826
ee9c88cd-bf2c-4152-be3b-e43a42783cfe,LAND,2016.0,ROVER,SUV,2016 LAND ROVER RANGE ROVER EVOQUE TD4 150 SE,USED,Automatic,"4 cyl, 2 L",AWD,DIESEL,5.1 L / 100 km,143911,Black / -,"FIVE DOCK, NSW",4 cyl,SUV, 5 Doors, 5 Seats,4.0,3.0,23038
bcaa5fda-bc4c-4d88-9b46-133dc531c26c,SUBARU,2023.0,WRX,NEW AVAILABLE TO ORDER,2023 SUBARU WRX RS (AWD),NEW,Automatic,"4 cyl, 2.4 L",AWD,PREMIUM,8.5 L / 100 km,- / -,5 years / Unlimited km,,4 cyl,SEDAN, 4 Doors, 5 Seats,8.0,3.0,48613
c717c3f3-ee9d-4f1c-834d-05d593972fdf,FORD,2017.0,ESCAPE,SUV,2017 FORD ESCAPE TREND (FWD),USED,Automatic,"4 cyl, 1.5 L",Front,PREMIUM,7.2 L / 100 km,59133,Silver / -,"KEDRON, QLD",4 cyl,SUV, 4 Doors, 5 Seats,5.0,1.0,23580
ec9469cd-58c1-4637-a55b-caf884bd55f9,MAZDA,2015.0,BT-50,UTE / TRAY,2015 MAZDA BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,DIESEL,9.2 L / 100 km,31931,White / -,"SMITHFIELD, NSW",5 cyl,UTE / TRAY, 4 Doors, 5 Seats,7.0,2.0,41227
