car_id,Бренд,Год выпуска,Модель,Тип машины,Полное название,Исползование,КПП,Двигатель,Привод,Топливо,Расход,Пробег,Цвет,Локация,Количество цилиндров,Тип кузова,Двери,Количество кресел,Оценка эксперта,Количество владельцев,Предложение
6f9f0687-415e-4ae6-b58e-89b5d2fba0e9,HYUNDAI,2019.0,ACCENT,HATCHBACK,2019 HYUNDAI ACCENT SPORT,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,6.6 L / 100 km,37610,White / -,"WONTHELLA, WA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,2.0,20030
45e05806-8ccd-49dc-9594-f6944d7bfc17,KIA,2011.0,CERATO,COUPE,2011 KIA CERATO KOUP SI,USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.8 L / 100 km,148823,- / -,"WEST FOOTSCRAY, VIC",4 cyl,COUPE, 2 Doors, 5 Seats,1.0,4.0,11907
5a919ef7-86a3-4e48-b453-07e1a1f21a73,TOYOTA,2017.0,LANDCRUISER,SUV,2017 TOYOTA LANDCRUISER PRADO GX 7 SEAT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,DIESEL,8 L / 100 km,120885,White / -,"BENTLEY, WA",4 cyl,SUV, 4 Doors, 7 Seats,7.0,4.0,42987
73ae4d6f-b1d4-41cb-89c2-58650cc5d8e2,HYUNDAI,2000.0,ACCENT,HATCHBACK,2000 HYUNDAI ACCENT GL,USED,Automatic,"4 cyl, 1.5 L",Front,UNLEADED,7.8 L / 100 km,217162,Grey / Grey,"MOUNT PLEASANT, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,7.0,6.0,4941
438f8bbb-267c-460f-81ed-1d43020aa93e,TOYOTA,2016.0,COROLLA,HATCHBACK,2016 TOYOTA COROLLA ASCENT,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,6.1 L / 100 km,58900,Blue / -,"ROCKINGHAM, WA",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,1.0,21581
6a33898a-81a9-4f26-80d8-74b5a279a6b0,ISUZU,2023.0,D-MAX,ALTO ISUZU UTE NEW CARS,2023 ISUZU D-MAX X-TERRAIN (4X4),NEW,Automatic,"4 cyl, 3 L",4WD,DIESEL,8 L / 100 km,25,Grey / Black,"BLACKTOWN, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,8.0,1.0,66829
a65b1311-af79-4eff-aaba-6db9fdf94bb0,HSV,2017.0,CLUBSPORT,SEDAN,2017 HSV CLUBSPORT R8 LSA,USED,Automatic,"8 cyl, 6.2 L",Rear,PREMIUM,15 L / 100 km,74870,Red / Black,"HOBART, TAS",8 cyl,SEDAN, 4 Doors, 5 Seats,3.0,8.0,86385
553f5778-3766-46ce-bbdb-7ba8ed3d4507,BMW,2012.0,X1,SUV,2012 BMW X1 SDRIVE 18I,USED,Automatic,"4 cyl, 2 L",Rear,PREMIUM,8.4 L / 100 km,145738,Grey / Black,"FIVE DOCK, NSW",4 cyl,SUV, 4 Doors, 5 Seats,9.0,2.0,16176
2f86d4dc-f943-49b0-ad58-4c4fb8a750e7,BMW,2023.0,ALPINA,NEW AVAILABLE TO ORDER,2023 BMW ALPINA XD3 (HYBRID),NEW,Automatic,"6 cyl, 3 L",AWD,HYBRID,6.8 L / 100 km,- / -,3 years / Unlimited km,,6 cyl,SUV, 5 Doors, 5 Seats,4.0,7.0,119348
b1a9a693-3c35-4d96-a236-bb71f7c7861c,KIA,2020.0,CERATO,HATCHBACK,2020 KIA CERATO GT SAFETY PACK,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,6.8 L / 100 km,12823,Grey / -,"BATEMANS BAY, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,8.0,2.0,35692
cb5bd403-56f2-40cb-b45e-edbf1301f322,HYUNDAI,2015.0,TUCSON,BRISBANE CITY USED CARS T/U: TOOWONG AUTOMOTIVE,2015 HYUNDAI TUCSON ACTIVE 2WD,USED,Automatic,-,Front,UNLEADED,-,107397,Silver / -,"ROCKLEA, QLD",-,WAGON,,,6.0,4.0,19320
d0bca1ca-6f97-48c5-8c3c-8f46375d49c3,TOYOTA,2003.0,KLUGER,MIDLAND CAR YARD,2003 TOYOTA KLUGER CVX (4X4),USED,Automatic,-,Other,UNLEADED,-,364096,Silver / -,"MIDLAND, WA",-,WAGON,,,8.0,1.0,7237
c824ea1a-ed51-4cb4-bda6-47776f33c3db,KIA,2021.0,CERATO,SEDAN,2021 KIA CERATO GT SAFETY PACK,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,6.8 L / 100 km,39875,Orange / Black,"HOPPERS CROSSING, VIC",4 cyl,SEDAN, 4 Doors, 5 Seats,4.0,2.0,32184
afbe3e57-663f-40d2-993a-230a09a4cdfc,VOLKSWAGEN,2021.0,TIGUAN,SUV,2021 VOLKSWAGEN TIGUAN 110TSI LIFE,USED,Automatic,"4 cyl, 1.4 L",Front,PREMIUM,7.7 L / 100 km,41777,White / Grey,"PRESTON, VIC",4 cyl,SUV, 4 Doors, 5 Seats,2.0,1.0,34793
7c1d814e-2ed6-49e2-844b-5c156d53bc00,HOLDEN,2018.0,ASTRA,HATCHBACK,2018 HOLDEN ASTRA RS-V,USED,Automatic,"4 cyl, 1.6 L",Front,PREMIUM,6.3 L / 100 km,66126,Grey / Grey,"CHERMSIDE, QLD",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,2.0,22808
ed8d390c-abd5-4194-9758-71852cf48f63,BMW,2012.0,740LI,SEDAN,2012 BMW 740LI,USED,Automatic,"6 cyl, 3 L",Rear,PREMIUM,7.9 L / 100 km,263339,Black / Black,"SOUTH MELBOURNE, VIC",6 cyl,SEDAN, 4 Doors, 5 Seats,7.0,5.0,22969
b3d3c699-6a3f-4195-ba65-ed7c5bd4e0fa,MITSUBISHI,2018.0,OUTLANDER,SUV,2018 MITSUBISHI OUTLANDER LS 7 SEAT (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,UNLEADED,6.8 L / 100 km,36007,Grey / Black,"BROOKLYN, VIC",4 cyl,SUV, 4 Doors, 7 Seats,8.0,5.0,24323
17ac5261-026f-41e6-ba15-fc1c7226767c,TOYOTA,2012.0,ESTIMA,NIPPON MOTORS,2012 TOYOTA ESTIMA X (HYBRID),USED,Automatic,-,Other,UNLEADED,-,115292,White / Beige,"INGLEBURN, NSW",-,COMMERCIAL,,,5.0,3.0,24255
87b817eb-93b2-4f0c-a746-f03a8f9dbd3f,TOYOTA,2012.0,KLUGER,SUV,2012 TOYOTA KLUGER KX-S (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,UNLEADED,11 L / 100 km,101222,White / Black,"BROOKVALE, NSW",6 cyl,SUV, 4 Doors, 7 Seats,2.0,2.0,19294
7f905c31-558a-46c0-b690-a9a4f9f9567e,VOLKSWAGEN,2019.0,MULTIVAN,WAGON,2019 VOLKSWAGEN MULTIVAN COMFORTLINE TDI340 LWB,USED,Automatic,"4 cyl, 2 L",Front,DIESEL,7.7 L / 100 km,49620,White / Black,"KEDRON, QLD",4 cyl,WAGON, 4 Doors, 7 Seats,5.0,3.0,63146
89fee07d-e674-4bb1-a29f-bb3876e4a128,MAZDA,2023.0,CX-9,SUTHERLAND MAZDA NEW CARS,2023 MAZDA CX-9 TOURING (AWD),DEMO,Automatic,"4 cyl, 2.5 L",AWD,UNLEADED,8.8 L / 100 km,120,Grey / -,"KIRRAWEE, NSW",4 cyl,SUV, 4 Doors, 7 Seats,1.0,3.0,51311
d74c9e0a-4280-41df-9f9f-77eb19ea5bd0,HOLDEN,2016.0,COLORADO,UTE / TRAY,2016 HOLDEN COLORADO LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,DIESEL,8.9 L / 100 km,207250,White / -,"SMITHFIELD, NSW",4 cyl,UTE / TRAY, 4 Doors, 5 Seats,7.0,2.0,16983
41124839-2ecc-42d7-b7c2-9b72caedb2ea,FORD,2017.0,EVEREST,SUV,2017 FORD EVEREST AMBIENTE (RWD 5 SEAT),USED,Automatic,"5 cyl, 3.2 L",Rear,DIESEL,8.4 L / 100 km,97448,Silver / Black,"BRIGHTON, VIC",5 cyl,SUV, 4 Doors, 5 Seats,4.0,6.0,36816
63f5765c-19f5-48e5-ae45-b37d67572bc7,AUDI,2018.0,A5,HATCHBACK,2018 AUDI A5 2.0 TFSI S TRONIC SPORT,USED,Automatic,"4 cyl, 2 L",Front,PREMIUM,5.5 L / 100 km,97167,Black / Black/Black,"BERWICK, VIC",4 cyl,HATCHBACK, 5 Doors, 4 Seats,4.0,5.0,44344
ce45de55-9890-46a4-893d-ecc2c15dd8c0,MITSUBISHI,2018.0,ASX,SUV,2018 MITSUBISHI ASX ES ADAS ( 2WD),USED,Automatic,"4 cyl, 2 L",Front,UNLEADED,7.6 L / 100 km,47779,Blue / Grey,"GEELONG, VIC",4 cyl,SUV, 4 Doors, 5 Seats,9.0,1.0,24169
a94001cd-11e8-494f-9106-060684791efb,VOLKSWAGEN,2016.0,POLO,HATCHBACK,2016 VOLKSWAGEN POLO 66 TSI TRENDLINE,USED,Manual,"4 cyl, 1.2 L",Front,PREMIUM,4.8 L / 100 km,55478,Blue / Black Cloth,"WOLLONGONG, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,6.0,2.0,17422
c307d682-8302-4c39-ba79-e2529eb7394c,AUDI,2009.0,A3,MR CAR,2009 AUDI A3 8P AMBITION CABRIOLET 2DR MAN 6SP 2.0T,USED,Manual,-,Front,UNLEADED,-,172149,Grey / -,"ROUSE HILL, NSW",-,CONVERTIBLE,,,5.0,4.0,12755
f28f8a23-2f80-43b7-bb0e-5c5fa6ec127e,MERCEDES-BENZ,2018.0,A250,HATCHBACK,2018 MERCEDES-BENZ A250 4MATIC AMG LINE,USED,Automatic,"4 cyl, 2 L",AWD,UNLEADED,6.6 L / 100 km,75640,Red / Leather,"LIVERPOOL, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,6.0,1.0,32397
f3162a34-2180-45d0-a5f9-488e814eca09,HOLDEN,2011.0,BARINA,HATCHBACK,2011 HOLDEN BARINA,USED,Automatic,"4 cyl, 1.6 L",Front,UNLEADED,7.6 L / 100 km,179868,Grey / -,"MINCHINBURY, NSW",4 cyl,HATCHBACK, 5 Doors, 5 Seats,5.0,2.0,6148
bf405e2b-b1d5-477e-aa36-0bb5cf7ddc4e,GWM,2023.0,HAVAL,KEDRON HAVAL & GREAT WALL ONLINE,2023 GWM HAVAL JOLION S,NEW,Automatic,"4 cyl, 1.5 L",Front,PREMIUM,7.5 L / 100 km,13,Red / Charcoal,"KEDRON, QLD",4 cyl,SUV, 4 Doors, 5 Seats,9.0,1.0,35060
c2650a3d-4c6b-4add-b96d-9c53b83a0284,HONDA,2005.0,CR-V,GAMERS AUTOS,2005 HONDA CR-V CLASSIC WAGON 4DR MAN 5SP 4X4 2.0I,USED,Manual,-,Other,UNLEADED,-,297000,Gold / -,"HAMILTON HILL, WA",-,WAGON,,,9.0,4.0,5758
4cbefc80-2e1c-41ac-8e93-b9a26d445961,CHEVROLET,2021.0,CORVETTE,COUPE,2021 CHEVROLET CORVETTE 2LT,USED,Automatic,"8 cyl, 6.2 L",Rear,PREMIUM,0 L / 100 km,1450,Orange / Black,"SOUTH MELBOURNE, VIC",8 cyl,COUPE, 2 Doors, 2 Seats,6.0,1.0,256595
92844c05-9a97-49c9-858e-125da341b614,HYUNDAI,2019.0,SANTA,SUV,2019 HYUNDAI SANTA FE HIGHLANDER CRDI SATIN AWD,USED,Automatic,"4 cyl, 2.2 L",AWD,DIESEL,7.5 L / 100 km,58392,Blue / Leather,"FRANKSTON, VIC",4 cyl,SUV, 4 Doors, 7 Seats,7.0,6.0,43387
ca6ec5f7-8d29-4508-b66f-cb4eb9795017,TOYOTA,2019.0,RAV4,SUV,2019 TOYOTA RAV4 GXL AWD HYBRID,USED,Automatic,"4 cyl, 2.5 L",AWD,HYBRID,4.8 L / 100 km,78854,White / -,"BLACKTOWN, NSW",4 cyl,SUV, 5 Doors, 5 Seats,8.0,2.0,37805
03864c02-26ef-4366-892e-6611743aa622,HOLDEN,2006.0,ASTRA,HATCHBACK,2006 HOLDEN ASTRA CD,USED,Automatic,"4 cyl, 1.8 L",Front,UNLEADED,8.2 L / 100 km,144097,Black / -,"RINGWOOD, VIC",4 cyl,HATCHBACK, 5 Doors, 5 Seats,6.0,3.0,7500
5e7584e5-d056-47a9-89de-c8d93716d68d,TOYOTA,2023.0,LANDCRUISER,SUV,2023 TOYOTA LANDCRUISER LC300 SAHARA (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,DIESEL,8.9 L / 100 km,101,White / Black,"MORLEY, WA",6 cyl,SUV, 4 Doors, 7 Seats,5.0,1.0,152914
befdd788-f369-415d-bdd1-bd4df3150e93,BMW,2013.0,420D,COUPE,2013 BMW 420D MODERN LINE,USED,Automatic,"4 cyl, 2 L",Rear,DIESEL,4.7 L / 100 km,80000,Silver / -,"MOORABBIN, VIC",4 cyl,COUPE, 2 Doors, 4 Seats,10.0,2.0,22521
